	Pert_2	Pert_7	Pert_9	hdf_day15	hdf_day25_CD49F
EEF1A1	0.0137745173124	0.118335385353	0.0945259460314	5.38924910139	2.39377233411
DKK3	-2.75490346249	-2.78232467026	-2.16734490544	-0.228634253083	0.0126154758186
DCN	2.78245249711	0.118335385353	0.0945259460314	1.32255622497	3.54918034328
AXL	-2.75490346249	-2.78232467026	-2.16734490544	-0.00583578162444	0.0126154758186
CX3CR1	-2.75490346249	-2.78232467026	-2.16734490544	-0.00583578162444	0.0126154758186
TM4SF1	-2.75490346249	-2.78232467026	-2.16734490544	-0.00583578162444	0.0126154758186
PTN	-2.75490346249	-2.78232467026	-2.16734490544	-0.00583578162444	0.0126154758186
ARL4C	-2.75490346249	-2.78232467026	-2.16734490544	-0.00583578162444	0.0126154758186
IER3	-2.75490346249	-2.78232467026	-2.16734490544	-0.00583578162444	0.0126154758186
-666	-2.75490346249	-2.78232467026	-2.16734490544	-0.00583578162444	0.0126154758186
CLEC3B	0.0137745173124	0.118335385353	0.0945259460314	3.40544452616	3.737390633
DUSP1	0.0137745173124	3.01899544096	2.3563967975	1.0926214061	0.797849042281
CFD	2.78245249711	0.118335385353	0.0945259460314	1.4982974483	2.50306939699
LPCAT2	0.0137745173124	0.118335385353	0.0945259460314	-3.77691133573	-2.98892676147
GSN	0.0137745173124	0.118335385353	0.0945259460314	2.12063686345	4.1677122316
RND3	0.0137745173124	-2.78232467026	-2.16734490544	-0.695523686112	-0.643697494013
COL6A1	0.0137745173124	0.118335385353	0.0945259460314	3.54865312463	2.44390770972
ASS1	2.78245249711	0.118335385353	2.3563967975	0.510569756768	0.330683881229
IGFBP3	-2.75490346249	0.118335385353	-2.16734490544	-1.20290606104	0.0126154758186
MMP1	0.0137745173124	0.118335385353	0.0945259460314	-3.3173863602	-2.81588490171
IGL@	2.78245249711	3.01899544096	0.0945259460314	-0.00583578162444	0.0126154758186
FTH1	0.0137745173124	0.118335385353	0.0945259460314	-3.47483336051	-2.4826965269
GADD45B	0.0137745173124	3.01899544096	2.3563967975	-0.00583578162444	0.260301033696
PDK4	0.0137745173124	3.01899544096	2.3563967975	0.226650629705	0.0126154758186
PKM	0.0137745173124	0.118335385353	0.0945259460314	-3.05991322378	-2.75733933148
RNASE1	-2.75490346249	-2.78232467026	0.0945259460314	-0.00583578162444	0.0126154758186
AMIGO2	-2.75490346249	-2.78232467026	0.0945259460314	-0.00583578162444	0.0126154758186
RBP1	-2.75490346249	-2.78232467026	0.0945259460314	-0.00583578162444	0.0126154758186
DLX2	-2.75490346249	-2.78232467026	0.0945259460314	-0.00583578162444	0.0126154758186
TYMS	-2.75490346249	-2.78232467026	0.0945259460314	-0.00583578162444	0.0126154758186
MT2A	0.0137745173124	0.118335385353	0.0945259460314	3.33586872019	1.83804535708
GLS	0.0137745173124	3.01899544096	2.3563967975	-0.00583578162444	0.0126154758186
NEAT1	0.0137745173124	3.01899544096	2.3563967975	-0.00583578162444	0.0126154758186
CCL20	0.0137745173124	3.01899544096	2.3563967975	-0.00583578162444	0.0126154758186
DDX3Y	0.0137745173124	3.01899544096	2.3563967975	-0.00583578162444	0.0126154758186
ACSL1	0.0137745173124	3.01899544096	2.3563967975	-0.00583578162444	0.0126154758186
COL3A1	0.0137745173124	-2.78232467026	0.0945259460314	4.42750555062	3.62410224873
CALR	0.0137745173124	-2.78232467026	0.0945259460314	-1.22017457465	-1.44931147592
CXCL13	2.78245249711	0.118335385353	2.3563967975	-0.00583578162444	0.0126154758186
KLF9	2.78245249711	0.118335385353	2.3563967975	-0.00583578162444	0.0126154758186
MME	2.78245249711	0.118335385353	2.3563967975	-0.00583578162444	0.0126154758186
MYC	2.78245249711	0.118335385353	2.3563967975	-0.00583578162444	0.0126154758186
LTF	2.78245249711	0.118335385353	2.3563967975	-0.00583578162444	0.0126154758186
EFNA1	2.78245249711	0.118335385353	2.3563967975	-0.00583578162444	0.0126154758186
HBB	2.78245249711	0.118335385353	2.3563967975	-0.00583578162444	0.0126154758186
CYR61	0.0137745173124	-2.78232467026	-2.16734490544	-0.00583578162444	-0.304564158132
HTRA1	0.0137745173124	0.118335385353	0.0945259460314	-3.06018991354	-2.36405929167
TMEM158	0.0137745173124	-2.78232467026	-2.16734490544	-0.25684911182	0.0126154758186
ACTG1	0.0137745173124	0.118335385353	0.0945259460314	-2.66060362601	-2.62777611297
FZD2	0.0137745173124	-2.78232467026	-2.16734490544	-0.00583578162444	0.0126154758186
KIF14	0.0137745173124	-2.78232467026	-2.16734490544	-0.00583578162444	0.0126154758186
SCGB1D2	0.0137745173124	-2.78232467026	-2.16734490544	-0.00583578162444	0.0126154758186
SCGB2A1	0.0137745173124	-2.78232467026	-2.16734490544	-0.00583578162444	0.0126154758186
PTGS1	0.0137745173124	-2.78232467026	-2.16734490544	-0.00583578162444	0.0126154758186
TFF3	0.0137745173124	-2.78232467026	-2.16734490544	-0.00583578162444	0.0126154758186
ASPM	0.0137745173124	-2.78232467026	-2.16734490544	-0.00583578162444	0.0126154758186
DOK5	0.0137745173124	-2.78232467026	-2.16734490544	-0.00583578162444	0.0126154758186
PLAT	0.0137745173124	-2.78232467026	-2.16734490544	-0.00583578162444	0.0126154758186
FOSL1	0.0137745173124	-2.78232467026	-2.16734490544	-0.00583578162444	0.0126154758186
SLC7A11	0.0137745173124	-2.78232467026	-2.16734490544	-0.00583578162444	0.0126154758186
CDKN2C	0.0137745173124	-2.78232467026	-2.16734490544	-0.00583578162444	0.0126154758186
FAM129A	0.0137745173124	-2.78232467026	-2.16734490544	-0.00583578162444	0.0126154758186
DTL	0.0137745173124	-2.78232467026	-2.16734490544	-0.00583578162444	0.0126154758186
TOP2A	0.0137745173124	-2.78232467026	-2.16734490544	-0.00583578162444	0.0126154758186
CCL2	0.0137745173124	-2.78232467026	-2.16734490544	-0.00583578162444	0.0126154758186
THBS1	0.0137745173124	0.118335385353	0.0945259460314	-2.71283064461	-2.41554776842
AP1S2	-2.75490346249	0.118335385353	-2.16734490544	-0.00583578162444	0.0126154758186
SPDEF	-2.75490346249	0.118335385353	-2.16734490544	-0.00583578162444	0.0126154758186
ETV5	-2.75490346249	0.118335385353	-2.16734490544	-0.00583578162444	0.0126154758186
MDK	-2.75490346249	0.118335385353	-2.16734490544	-0.00583578162444	0.0126154758186
FLRT2	-2.75490346249	0.118335385353	-2.16734490544	-0.00583578162444	0.0126154758186
COL4A2	-2.75490346249	0.118335385353	-2.16734490544	-0.00583578162444	0.0126154758186
SFRP1	-2.75490346249	0.118335385353	-2.16734490544	-0.00583578162444	0.0126154758186
NTS	-2.75490346249	0.118335385353	-2.16734490544	-0.00583578162444	0.0126154758186
BAMBI	-2.75490346249	0.118335385353	-2.16734490544	-0.00583578162444	0.0126154758186
APOBEC3G	-2.75490346249	0.118335385353	-2.16734490544	-0.00583578162444	0.0126154758186
RHOB	0.0137745173124	0.118335385353	2.3563967975	0.896833080349	1.04690607611
PSAP	0.0137745173124	0.118335385353	0.0945259460314	1.87022554728	2.31197849403
HSP90B1	0.0137745173124	0.118335385353	0.0945259460314	-2.53412318017	-2.07210305503
MMP3	0.0137745173124	0.118335385353	0.0945259460314	-2.39995560934	-2.14337808088
ITGB1	0.0137745173124	0.118335385353	0.0945259460314	-2.13013178184	-2.33344876619
S100A10	0.0137745173124	0.118335385353	0.0945259460314	1.80433364987	2.16644610529
PPL	2.78245249711	0.118335385353	0.0945259460314	0.417317506902	0.741369663659
RPLP0	0.0137745173124	0.118335385353	0.0945259460314	2.00810696647	1.8954532097
CAV1	0.0137745173124	0.118335385353	0.0945259460314	2.11079991084	1.78110123547
S100A3	0.0137745173124	0.118335385353	0.0945259460314	2.32795568474	1.56300959395
MIR3648	0.0137745173124	0.118335385353	0.0945259460314	2.90527306017	0.968370587532
KRT7	0.0137745173124	0.118335385353	2.3563967975	0.836741841423	0.728235713615
TMSB10	0.0137745173124	0.118335385353	0.0945259460314	-1.4215830353	-2.78603592922
IGFBP6	0.0137745173124	0.118335385353	0.0945259460314	1.75173742317	1.99418259269
ADH1B	2.78245249711	0.118335385353	0.0945259460314	0.370889661855	0.59152675846
CLDN11	0.0137745173124	0.118335385353	0.0945259460314	-2.13341861363	-1.99276742472
CPA4	0.0137745173124	0.118335385353	0.0945259460314	2.05718232415	1.55520100447
CFL1	0.0137745173124	0.118335385353	0.0945259460314	-2.07785276003	-1.9766245585
MIR6084	0.0137745173124	0.118335385353	0.0945259460314	-2.43194829234	5.95483046459
GREM1	0.0137745173124	0.118335385353	0.0945259460314	-2.11720949775	-1.8429125886
GAS6	0.0137745173124	0.118335385353	0.0945259460314	-2.00276602284	-1.92306954974
RPS6	0.0137745173124	0.118335385353	0.0945259460314	2.2110206549	1.24210263879
APLP2	0.0137745173124	0.118335385353	0.0945259460314	-2.02832528017	-1.84248649007
PEA15	0.0137745173124	0.118335385353	-2.16734490544	-0.776500504826	-0.748232780567
SERPINF1	0.0137745173124	3.01899544096	0.0945259460314	-0.00583578162444	0.436656822552
FBLN1	0.0137745173124	0.118335385353	0.0945259460314	1.47829320603	1.75537118759
BGN	-2.75490346249	0.118335385353	0.0945259460314	-0.391527488624	-0.328501347489
MT1M	2.78245249711	0.118335385353	0.0945259460314	0.23539898381	0.0126154758186
NT5E	0.0137745173124	0.118335385353	-2.16734490544	-0.615449356077	-0.58923219258
MT1X	2.78245249711	0.118335385353	0.0945259460314	-0.00583578162444	0.243956544336
CYB5A	0.0137745173124	0.118335385353	2.3563967975	0.320133973134	0.371024081273
TNC	0.0137745173124	0.118335385353	-2.16734490544	-0.559631405144	-0.579274841734
FST	0.0137745173124	0.118335385353	-2.16734490544	-0.614043536776	-0.492389051324
IGFBP7	0.0137745173124	0.118335385353	-2.16734490544	-0.579814609274	-0.524732502808
PCDH9	0.0137745173124	3.01899544096	0.0945259460314	-0.00583578162444	0.0126154758186
PIK3R1	0.0137745173124	3.01899544096	0.0945259460314	-0.00583578162444	0.0126154758186
AKAP12	0.0137745173124	3.01899544096	0.0945259460314	-0.00583578162444	0.0126154758186
SERP1	0.0137745173124	3.01899544096	0.0945259460314	-0.00583578162444	0.0126154758186
MYCBP2	0.0137745173124	3.01899544096	0.0945259460314	-0.00583578162444	0.0126154758186
SERPINA3	0.0137745173124	3.01899544096	0.0945259460314	-0.00583578162444	0.0126154758186
EFR3A	0.0137745173124	3.01899544096	0.0945259460314	-0.00583578162444	0.0126154758186
N4BP2L2	0.0137745173124	3.01899544096	0.0945259460314	-0.00583578162444	0.0126154758186
SLC1A1	0.0137745173124	3.01899544096	0.0945259460314	-0.00583578162444	0.0126154758186
DSP	0.0137745173124	3.01899544096	0.0945259460314	-0.00583578162444	0.0126154758186
SRSF6	0.0137745173124	3.01899544096	0.0945259460314	-0.00583578162444	0.0126154758186
SPINK1	0.0137745173124	3.01899544096	0.0945259460314	-0.00583578162444	0.0126154758186
MINA	0.0137745173124	3.01899544096	0.0945259460314	-0.00583578162444	0.0126154758186
RNASET2	0.0137745173124	3.01899544096	0.0945259460314	-0.00583578162444	0.0126154758186
AREG	0.0137745173124	3.01899544096	0.0945259460314	-0.00583578162444	0.0126154758186
RAD23B	0.0137745173124	3.01899544096	0.0945259460314	-0.00583578162444	0.0126154758186
MAFB	0.0137745173124	3.01899544096	0.0945259460314	-0.00583578162444	0.0126154758186
SERPINA1	0.0137745173124	3.01899544096	0.0945259460314	-0.00583578162444	0.0126154758186
SCD	-2.75490346249	0.118335385353	0.0945259460314	-0.298756263467	-0.271590013455
RPL41	0.0137745173124	0.118335385353	0.0945259460314	1.95021059396	0.931887423046
LIMA1	0.0137745173124	-2.78232467026	0.0945259460314	-0.194930913538	-0.234763626282
RPS2	0.0137745173124	0.118335385353	0.0945259460314	1.77258294525	1.10194081547
RPS27	0.0137745173124	0.118335385353	0.0945259460314	1.51090317223	1.34569256055
DAB2	-2.75490346249	0.118335385353	0.0945259460314	-0.304738083262	-0.234695804038
OLFML3	0.0137745173124	0.118335385353	-2.16734490544	-0.551140164591	-0.472705988485
COL1A1	0.0137745173124	0.118335385353	0.0945259460314	0.435797373454	2.37123323281
TAGLN	0.0137745173124	0.118335385353	0.0945259460314	-1.88039572835	-1.37708493907
SNORD23	0.0137745173124	0.118335385353	0.0945259460314	-1.63949979909	-1.6117150269
RPS4X	0.0137745173124	0.118335385353	0.0945259460314	1.53889611211	1.24848125053
CYP4B1	2.78245249711	0.118335385353	0.0945259460314	-0.00583578162444	0.0126154758186
PRR15L	2.78245249711	0.118335385353	0.0945259460314	-0.00583578162444	0.0126154758186
CXCL2	2.78245249711	0.118335385353	0.0945259460314	-0.00583578162444	0.0126154758186
FABP4	2.78245249711	0.118335385353	0.0945259460314	-0.00583578162444	0.0126154758186
RPS6KA2	2.78245249711	0.118335385353	0.0945259460314	-0.00583578162444	0.0126154758186
S100A8	2.78245249711	0.118335385353	0.0945259460314	-0.00583578162444	0.0126154758186
IGKV1-5	2.78245249711	0.118335385353	0.0945259460314	-0.00583578162444	0.0126154758186
CLDN7	2.78245249711	0.118335385353	0.0945259460314	-0.00583578162444	0.0126154758186
CLDN8	2.78245249711	0.118335385353	0.0945259460314	-0.00583578162444	0.0126154758186
KCNJ16	2.78245249711	0.118335385353	0.0945259460314	-0.00583578162444	0.0126154758186
KCTD5	2.78245249711	0.118335385353	0.0945259460314	-0.00583578162444	0.0126154758186
JUP	2.78245249711	0.118335385353	0.0945259460314	-0.00583578162444	0.0126154758186
TACSTD2	2.78245249711	0.118335385353	0.0945259460314	-0.00583578162444	0.0126154758186
NAMPT	2.78245249711	0.118335385353	0.0945259460314	-0.00583578162444	0.0126154758186
MYO1B	2.78245249711	0.118335385353	0.0945259460314	-0.00583578162444	0.0126154758186
GALNT3	2.78245249711	0.118335385353	0.0945259460314	-0.00583578162444	0.0126154758186
GAL	2.78245249711	0.118335385353	0.0945259460314	-0.00583578162444	0.0126154758186
CA1	2.78245249711	0.118335385353	0.0945259460314	-0.00583578162444	0.0126154758186
MUC4	2.78245249711	0.118335385353	0.0945259460314	-0.00583578162444	0.0126154758186
GPRC5A	2.78245249711	0.118335385353	0.0945259460314	-0.00583578162444	0.0126154758186
PIP	2.78245249711	0.118335385353	0.0945259460314	-0.00583578162444	0.0126154758186
IGKV4-1	2.78245249711	0.118335385353	0.0945259460314	-0.00583578162444	0.0126154758186
ME2	2.78245249711	0.118335385353	0.0945259460314	-0.00583578162444	0.0126154758186
AKAP13	2.78245249711	0.118335385353	0.0945259460314	-0.00583578162444	0.0126154758186
SLPI	2.78245249711	0.118335385353	0.0945259460314	-0.00583578162444	0.0126154758186
MT1G	2.78245249711	0.118335385353	0.0945259460314	-0.00583578162444	0.0126154758186
C10ORF10	2.78245249711	0.118335385353	0.0945259460314	-0.00583578162444	0.0126154758186
MT1F	2.78245249711	0.118335385353	0.0945259460314	-0.00583578162444	0.0126154758186
IGHM	2.78245249711	0.118335385353	0.0945259460314	-0.00583578162444	0.0126154758186
IGKC	2.78245249711	0.118335385353	0.0945259460314	-0.00583578162444	0.0126154758186
BCL6	2.78245249711	0.118335385353	0.0945259460314	-0.00583578162444	0.0126154758186
CD24	2.78245249711	0.118335385353	0.0945259460314	-0.00583578162444	0.0126154758186
CITED2	0.0137745173124	0.118335385353	2.3563967975	0.223875302818	0.236145872123
RPL3	0.0137745173124	0.118335385353	0.0945259460314	1.4824210445	1.21228553129
RPL4	0.0137745173124	0.118335385353	0.0945259460314	1.69252224588	0.996005778338
SERPINE1	0.0137745173124	0.118335385353	0.0945259460314	1.36146877274	1.30760497706
C18ORF32	0.0137745173124	0.118335385353	0.0945259460314	1.74075099349	0.922926794645
PPAP2B	0.0137745173124	0.118335385353	0.0945259460314	1.16345553387	1.42652638136
SAT1	0.0137745173124	0.118335385353	2.3563967975	-0.00583578162444	0.326491756767
FHL1	2.78245249711	0.118335385353	0.0945259460314	-0.202511967514	0.0126154758186
CEBPD	0.0137745173124	0.118335385353	2.3563967975	-0.00583578162444	0.209911885187
LDHA	0.0137745173124	0.118335385353	0.0945259460314	-1.42083400365	-1.49696341001
LOC100130872	0.0137745173124	0.118335385353	0.0945259460314	-1.56727284158	-1.33761055831
OBSL1	0.0137745173124	-2.78232467026	0.0945259460314	-0.00583578162444	0.0126154758186
PSPH	0.0137745173124	-2.78232467026	0.0945259460314	-0.00583578162444	0.0126154758186
MLF1IP	0.0137745173124	-2.78232467026	0.0945259460314	-0.00583578162444	0.0126154758186
MEIS1	0.0137745173124	-2.78232467026	0.0945259460314	-0.00583578162444	0.0126154758186
FCGBP	0.0137745173124	-2.78232467026	0.0945259460314	-0.00583578162444	0.0126154758186
PMP22	0.0137745173124	-2.78232467026	0.0945259460314	-0.00583578162444	0.0126154758186
MCM6	0.0137745173124	-2.78232467026	0.0945259460314	-0.00583578162444	0.0126154758186
MATN2	0.0137745173124	-2.78232467026	0.0945259460314	-0.00583578162444	0.0126154758186
DEFB1	0.0137745173124	-2.78232467026	0.0945259460314	-0.00583578162444	0.0126154758186
ZWINT	0.0137745173124	-2.78232467026	0.0945259460314	-0.00583578162444	0.0126154758186
KIAA0101	0.0137745173124	-2.78232467026	0.0945259460314	-0.00583578162444	0.0126154758186
MEIS2	0.0137745173124	-2.78232467026	0.0945259460314	-0.00583578162444	0.0126154758186
MCM2	0.0137745173124	-2.78232467026	0.0945259460314	-0.00583578162444	0.0126154758186
IER5	0.0137745173124	-2.78232467026	0.0945259460314	-0.00583578162444	0.0126154758186
LCN2	0.0137745173124	-2.78232467026	0.0945259460314	-0.00583578162444	0.0126154758186
ISYNA1	0.0137745173124	-2.78232467026	0.0945259460314	-0.00583578162444	0.0126154758186
GEM	0.0137745173124	-2.78232467026	0.0945259460314	-0.00583578162444	0.0126154758186
NDC80	0.0137745173124	-2.78232467026	0.0945259460314	-0.00583578162444	0.0126154758186
NELL2	0.0137745173124	-2.78232467026	0.0945259460314	-0.00583578162444	0.0126154758186
LAPTM4B	0.0137745173124	-2.78232467026	0.0945259460314	-0.00583578162444	0.0126154758186
HAT1	0.0137745173124	-2.78232467026	0.0945259460314	-0.00583578162444	0.0126154758186
PBX1	0.0137745173124	-2.78232467026	0.0945259460314	-0.00583578162444	0.0126154758186
GMPR	0.0137745173124	-2.78232467026	0.0945259460314	-0.00583578162444	0.0126154758186
KRT23	0.0137745173124	-2.78232467026	0.0945259460314	-0.00583578162444	0.0126154758186
NUSAP1	0.0137745173124	-2.78232467026	0.0945259460314	-0.00583578162444	0.0126154758186
LMO2	0.0137745173124	-2.78232467026	0.0945259460314	-0.00583578162444	0.0126154758186
TRIB2	0.0137745173124	-2.78232467026	0.0945259460314	-0.00583578162444	0.0126154758186
WEE1	0.0137745173124	-2.78232467026	0.0945259460314	-0.00583578162444	0.0126154758186
CANT1	0.0137745173124	-2.78232467026	0.0945259460314	-0.00583578162444	0.0126154758186
DCK	0.0137745173124	-2.78232467026	0.0945259460314	-0.00583578162444	0.0126154758186
DAXX	0.0137745173124	-2.78232467026	0.0945259460314	-0.00583578162444	0.0126154758186
SOX9	0.0137745173124	-2.78232467026	0.0945259460314	-0.00583578162444	0.0126154758186
CKB	0.0137745173124	-2.78232467026	0.0945259460314	-0.00583578162444	0.0126154758186
CRISP3	0.0137745173124	-2.78232467026	0.0945259460314	-0.00583578162444	0.0126154758186
BUB1B	0.0137745173124	-2.78232467026	0.0945259460314	-0.00583578162444	0.0126154758186
BEX1	0.0137745173124	-2.78232467026	0.0945259460314	-0.00583578162444	0.0126154758186
TNNT1	0.0137745173124	-2.78232467026	0.0945259460314	-0.00583578162444	0.0126154758186
APOBEC3B	0.0137745173124	-2.78232467026	0.0945259460314	-0.00583578162444	0.0126154758186
SEL1L3	0.0137745173124	-2.78232467026	0.0945259460314	-0.00583578162444	0.0126154758186
VEGFA	0.0137745173124	-2.78232467026	0.0945259460314	-0.00583578162444	0.0126154758186
RPS3A	0.0137745173124	0.118335385353	0.0945259460314	1.65151788862	0.786473141805
EIF4A2	0.0137745173124	0.118335385353	0.0945259460314	-1.43702699289	-1.36535720822
DPP4	0.0137745173124	3.01899544096	0.0945259460314	-0.338429978136	-0.229347456624
THY1	0.0137745173124	0.118335385353	0.0945259460314	1.38647395309	0.922761756739
CDC45	-2.75490346249	0.118335385353	0.0945259460314	-0.00583578162444	0.0126154758186
IFI44L	-2.75490346249	0.118335385353	0.0945259460314	-0.00583578162444	0.0126154758186
WBP5	-2.75490346249	0.118335385353	0.0945259460314	-0.00583578162444	0.0126154758186
CDC25B	-2.75490346249	0.118335385353	0.0945259460314	-0.00583578162444	0.0126154758186
FADS1	-2.75490346249	0.118335385353	0.0945259460314	-0.00583578162444	0.0126154758186
OAT	-2.75490346249	0.118335385353	0.0945259460314	-0.00583578162444	0.0126154758186
NUCKS1	-2.75490346249	0.118335385353	0.0945259460314	-0.00583578162444	0.0126154758186
IFI6	-2.75490346249	0.118335385353	0.0945259460314	-0.00583578162444	0.0126154758186
MYBL1	-2.75490346249	0.118335385353	0.0945259460314	-0.00583578162444	0.0126154758186
CDH2	-2.75490346249	0.118335385353	0.0945259460314	-0.00583578162444	0.0126154758186
SOBP	-2.75490346249	0.118335385353	0.0945259460314	-0.00583578162444	0.0126154758186
RECQL	-2.75490346249	0.118335385353	0.0945259460314	-0.00583578162444	0.0126154758186
NDP	-2.75490346249	0.118335385353	0.0945259460314	-0.00583578162444	0.0126154758186
LEF1	-2.75490346249	0.118335385353	0.0945259460314	-0.00583578162444	0.0126154758186
ABCC4	-2.75490346249	0.118335385353	0.0945259460314	-0.00583578162444	0.0126154758186
SCG5	-2.75490346249	0.118335385353	0.0945259460314	-0.00583578162444	0.0126154758186
SPRY2	-2.75490346249	0.118335385353	0.0945259460314	-0.00583578162444	0.0126154758186
XIST	-2.75490346249	0.118335385353	0.0945259460314	-0.00583578162444	0.0126154758186
NPY	-2.75490346249	0.118335385353	0.0945259460314	-0.00583578162444	0.0126154758186
WSB2	-2.75490346249	0.118335385353	0.0945259460314	-0.00583578162444	0.0126154758186
TSPAN8	-2.75490346249	0.118335385353	0.0945259460314	-0.00583578162444	0.0126154758186
GALNT6	-2.75490346249	0.118335385353	0.0945259460314	-0.00583578162444	0.0126154758186
PDGFA	-2.75490346249	0.118335385353	0.0945259460314	-0.00583578162444	0.0126154758186
CEACAM5	-2.75490346249	0.118335385353	0.0945259460314	-0.00583578162444	0.0126154758186
ALDH1A1	-2.75490346249	0.118335385353	0.0945259460314	-0.00583578162444	0.0126154758186
PEG10	-2.75490346249	0.118335385353	0.0945259460314	-0.00583578162444	0.0126154758186
PRSS2	-2.75490346249	0.118335385353	0.0945259460314	-0.00583578162444	0.0126154758186
PDLIM5	-2.75490346249	0.118335385353	0.0945259460314	-0.00583578162444	0.0126154758186
CDKN3	-2.75490346249	0.118335385353	0.0945259460314	-0.00583578162444	0.0126154758186
CDKN1B	-2.75490346249	0.118335385353	0.0945259460314	-0.00583578162444	0.0126154758186
ANXA1	0.0137745173124	0.118335385353	-2.16734490544	1.82937643718	2.7320522793
ADIRF	0.0137745173124	0.118335385353	0.0945259460314	1.03364606081	1.25239507361
NSUN5P2	0.0137745173124	0.118335385353	2.3563967975	-0.00583578162444	0.0126154758186
RAB11FIP1	0.0137745173124	0.118335385353	2.3563967975	-0.00583578162444	0.0126154758186
GALNT14	0.0137745173124	0.118335385353	2.3563967975	-0.00583578162444	0.0126154758186
SMARCD2	0.0137745173124	0.118335385353	2.3563967975	-0.00583578162444	0.0126154758186
PDZK1IP1	0.0137745173124	0.118335385353	2.3563967975	-0.00583578162444	0.0126154758186
SCNN1A	0.0137745173124	0.118335385353	2.3563967975	-0.00583578162444	0.0126154758186
EZR	0.0137745173124	0.118335385353	2.3563967975	-0.00583578162444	0.0126154758186
FAM134B	0.0137745173124	0.118335385353	2.3563967975	-0.00583578162444	0.0126154758186
SFTPB	0.0137745173124	0.118335385353	2.3563967975	-0.00583578162444	0.0126154758186
CFLAR	0.0137745173124	0.118335385353	2.3563967975	-0.00583578162444	0.0126154758186
NSUN5P1	0.0137745173124	0.118335385353	2.3563967975	-0.00583578162444	0.0126154758186
SIDT2	0.0137745173124	0.118335385353	2.3563967975	-0.00583578162444	0.0126154758186
PRG2	0.0137745173124	0.118335385353	2.3563967975	-0.00583578162444	0.0126154758186
RGS5	0.0137745173124	0.118335385353	2.3563967975	-0.00583578162444	0.0126154758186
NFKBIA	0.0137745173124	0.118335385353	2.3563967975	-0.00583578162444	0.0126154758186
TNIP1	0.0137745173124	0.118335385353	2.3563967975	-0.00583578162444	0.0126154758186
DDIT4	0.0137745173124	0.118335385353	2.3563967975	-0.00583578162444	0.0126154758186
ABLIM1	0.0137745173124	0.118335385353	2.3563967975	-0.00583578162444	0.0126154758186
ACAT1	0.0137745173124	0.118335385353	2.3563967975	-0.00583578162444	0.0126154758186
LTA4H	0.0137745173124	0.118335385353	2.3563967975	-0.00583578162444	0.0126154758186
LYZ	0.0137745173124	0.118335385353	2.3563967975	-0.00583578162444	0.0126154758186
MAGEA3	0.0137745173124	0.118335385353	2.3563967975	-0.00583578162444	0.0126154758186
KLHL24	0.0137745173124	0.118335385353	2.3563967975	-0.00583578162444	0.0126154758186
KLF6	0.0137745173124	0.118335385353	2.3563967975	-0.00583578162444	0.0126154758186
KLF2	0.0137745173124	0.118335385353	2.3563967975	-0.00583578162444	0.0126154758186
