	hdf_day15	hdf_day25_CD49F
CAPNS1	-0.00878277336574	-0.0065813611317
CAPZB	0.0	-0.00718914901379
CARD16	0.0134268979432	0.00941016722869
CAV1	0.0661953448154	0.055350408365
CAV2	0.0106967602023	0.00996864129452
CCDC80	-0.0209622061719	-0.0124266915046
CCND1	-0.0379023643532	-0.0341597841887
CD109	0.0142145516592	0.00627004981411
CD151	-0.0222510166191	-0.0133770038594
CD248	0.0118856258059	0.00682321487372
CD44	-0.00653557355758	0.0
CD63	-0.0417019213039	-0.0433673111515
CD68	0.0	0.00925775817919
CD81	0.0	0.0281035988857
CD82	0.00692053635085	0.00647764487578
CD9	0.107099141815	0.113000057476
CDA	0.00769256966371	0.00711505046873
CDH11	-0.00610988176595	0.0
CDK2AP1	-0.0203270170385	-0.0187252690066
CDKN1A	-0.013337704509	-0.00961265817595
CEBPD	0.0	0.00617502106978
CEMIP	-0.0215362585176	-0.021227667885
CEP85	0.0	0.0171933375729
CFD	0.047040035353	0.0779467071187
CFL1	-0.0647999458939	-0.0622596182267
CHCHD2	0.0	-0.00677755728754
CHML	0.0142269464227	0.014474217537
CHMP4A	0.0	-0.00631514375773
CHPF	-0.00596325907706	0.0
CHPF2	-0.0139632167106	-0.0337724556599
CITED2	0.00718394974473	0.00699609745225
CKAP4	-0.017458130738	-0.013720715153
CKS2	0.0	-0.00599119184285
CLDN11	-0.0665377040034	-0.0627648607671
CLDN4	0.00858688808476	0.00707991107035
CLEC3B	0.10668386489	0.116578731207
CLTA	-0.00964122699013	-0.0111280940816
CLU	0.106928873721	0.177162610237
CNBP	0.0073796370239	0.0
CNN2	-0.00747878404356	-0.00844892634427
CNR1	0.0	0.00937128160584
COL14A1	0.0	0.00654914513611
COL18A1	0.0138847894831	0.0183746824003
COL1A1	0.0138115685597	0.0738204734269
COL1A2	-0.0579203668722	-0.0230437799459
COL3A1	0.138647646932	0.113033009508
COL5A1	0.0270266590913	0.0282076644489
COL6A1	0.111162548959	0.0760950532209
COL6A2	0.0114039920908	0.0135007049335
COL6A3	0.0267004446695	0.0342130702795
COL7A1	0.0193347186134	0.0176596382927
COLEC12	-0.00854460848622	-0.00803154690974
COPRS	-0.00593153730002	0.0
COPS8	0.0147334220802	0.0132989019677
CORO1C	0.0	-0.00597368321162
COTL1	0.0	-0.00636687201591
COX6A1	-0.00908421691073	-0.0119837599232
COX7C	0.0	-0.0061644507366
COX8A	-0.0121786993689	-0.0141374180886
CPA4	0.0645185165111	0.0482801393695
CPZ	0.0	0.0070857641978
CREB3L1	0.0	0.0125105667546
CRELD1	0.0	0.00638679330251
CRIM1	-0.0099796719039	-0.0102639043805
CRIP1	0.0124792283256	0.0162561590239
CRISPLD2	0.0	0.00740822535263
CRLF1	0.0190026741331	0.0298343681074
CRYAB	-0.00858816835561	0.0
CSGALNACT1	0.0	0.00678333508916
CSPG4	0.0	0.00700973473282
CST3	0.103090841876	0.203813940366
CTGF	-0.0180696860021	-0.00994983695281
CTSA	-0.00987594903295	-0.0073054200846
CTSB	0.0	-0.00785774351398
CTSD	-0.00950083974994	0.00746930615949
CTSL	-0.0135205737089	-0.021655115026
CTSZ	-0.0347525272169	-0.0286702588184
CXCL12	-0.0183537042966	-0.0163069836759
CYB5A	0.0101943288552	0.011217541654
CYB5R3	-0.00667839317044	0.0
CYBA	0.0	-0.00857323476614
CYBRD1	0.0	0.0072844316912
CYR61	0.0	-0.0099271493527
DAB2	-0.00934782541627	-0.0077403961319
DANCR	0.00755093545249	0.0
DBI	-0.0160083191976	-0.0187946849798
DCN	0.0415439308897	0.110688089262
DDAH1	0.0	-0.00638244252797
DKK1	0.0105307981531	0.0209133689632
DKK3	-0.00696776573081	0.0
DNAJB4	0.0146079773228	0.00986487823832
DPP4	-0.0104015006456	-0.00757300252308
DRAM1	-0.012462288615	-0.0115555227398
DRAP1	-0.00894590244858	-0.0126357829871
DSTN	0.010530287115	0.0
DUSP1	0.0343529841085	0.0245763915985
DUSP4	0.0	0.0062429514484
DYNLL1	0.0	-0.00919360373405
ECM1	0.0158121695214	0.0262757611889
EEF1A1	0.168725069416	0.0745259065663
EEF1G	0.0210477181259	0.0
EEF2	0.0168778787527	0.0318234981471
EFEMP2	-0.00784724828629	-0.00878134779358
EID1	0.00879916777846	0.00748952489099
EIF1	0.0	0.00760087784741
EIF3E	0.0168974605656	0.0111478640738
EIF4A1	0.00796721418167	0.0
EIF4A2	-0.0447588576833	-0.0431280548124
EIF4G2	0.014269325193	0.0
EIF5A	-0.00731596172676	-0.0156620892483
EMILIN1	-0.00691022677696	0.0
EMP1	0.0	-0.0161242745944
EMP3	0.0161363292289	0.0233075105417
ENG	-0.00731732216365	-0.00688040888632
ENO1	-0.0123751430577	-0.0208964287541
ENPP2	-0.0188269836399	-0.0215051707133
EPAS1	-0.00755421582479	-0.00837891913628
EPHB6	0.00896957075466	0.00790394445224
EPPK1	0.0	0.0137045640132
EPS8	0.00705733533067	0.00778713255423
ERGIC1	0.00864198737677	0.00742645713117
ERRFI1	0.0147968214591	0.0174722026256
EXT1	-0.00978881358228	-0.00809977441695
F10	0.0101818547651	0.00974943171808
F3	0.0	-0.00806144567734
FADS2	-0.00662422024843	-0.00627062998807
FAM127A	-0.00743840496675	0.0
FAM129B	-0.0071523694094	0.0
FAM20C	-0.0192234180994	-0.0186665612654
FAP	-0.0102741355609	-0.00843327917097
FBLN1	0.0464144257031	0.0545451043641
FBLN2	0.0	0.0119719706338
FBLN5	-0.00953956004057	-0.0158440513424
FHL1	-0.00615082131909	0.0
FHL2	-0.00698468128818	-0.0077005864473
FIBIN	0.0	0.0075148674439
FKBP5	0.0188936095868	0.0143125247853
FKBP8	-0.00888996089585	0.0
FKBP9	-0.02059622423	-0.0175984131468
FLNA	-0.0101426081935	0.0
FN1	0.0283066723092	-0.0384857308229
FOXD1	-0.00920992624709	-0.0082914955292
FRMD6	-0.0178167474571	-0.016473281896
FSCN1	-0.0120031317615	-0.00986501377647
FST	-0.0190209974324	-0.0158057290826
FSTL1	0.0118970786896	0.0
FSTL3	0.0111761286926	0.013579942927
FTH1	-0.108488906105	-0.0780987562916
FTL	-0.33990115663	-0.286363245061
FXYD5	-0.0109951386739	0.0
GABARAP	-0.0109914836081	0.0
GADD45B	0.0	0.00775211035758
GALNT2	0.0119307010882	0.00866122657623
GAPDH	0.0262872368118	-0.0230524084564
GAS1	-0.00580627228451	0.0
GAS5	0.0171579547399	0.0170948664098
GAS6	-0.0624516946211	-0.0605834432342
GATA2	0.00742528645121	0.0149401903126
GBA	-0.00579314746616	0.0
GFPT2	0.00667597392924	0.0
GJA1	-0.0434160831529	-0.0334431629045
GLIPR1	-0.00841277350683	-0.0082029896613
GLUD1	0.0	0.0076659558229
GLUL	0.0467620692752	0.0355868809638
GNAS	-0.0320338089648	-0.0263721292805
GNB1	0.0	-0.0060370662896
GNB2	-0.00642686195392	0.0
GNB2L1	0.0157818148033	0.0109935186483
GPNMB	-0.0135188303196	-0.0158343347646
GPX1	-0.0274130020298	-0.0248210070853
GPX4	-0.00687802831259	0.0
GREM1	-0.0660307825625	-0.058074675206
GREM2	-0.00971579594569	-0.00866188473503
GRN	-0.0162491763071	-0.00951746710357
GSN	0.0665029841849	0.130047019589
GSTK1	0.0081629911525	0.0
GSTP1	0.0115922253331	0.00684395059952
GUK1	-0.00841685935648	-0.0088559635177
H1F0	0.0	0.00798304472209
H2AFZ	0.0	-0.0123135361444
H3F3A	0.0183210327236	0.0100389585423
HDGF	0.00672782176228	0.0
HERC4	0.0148710069317	0.00734349226562
HIGD2A	0.0	-0.00598983415031
HINT1	-0.010763810868	-0.0152747417719
HIST1H2BK	0.00796276888506	0.00718525946508
HMGA1	0.0	-0.0105877023634
HMOX1	-0.0176407469342	-0.0160140154049
HNRNPA1	0.0104257908555	0.0
HNRNPH2	0.0201129659469	0.00919203084429
HOXB-AS3	-0.00814342241924	-0.00785379182965
HSD11B1L	0.0333218279477	0.0136007042485
HSP90AA1	0.0	-0.0131038789304
HSP90AB1	0.00748431737912	0.00614802843835
HSP90B1	-0.0790692780696	-0.0652479226247
HSPA8	-0.010606508945	-0.0217475380001
HSPB1	-0.00827838518191	0.0
HTATIP2	0.0103886476067	0.00994894956621
HTRA1	-0.0955214095984	-0.0743856252239
HTRA3	0.0113296189097	0.0117415013247
ID1	-0.0164033000085	-0.0103671707324
ID2	-0.0122685292383	-0.00905034086345
ID3	-0.0123772328173	-0.00999717825653
IFITM2	0.0203563468339	0.0265734758988
IFITM3	0.0203014005602	0.031532681886
IGFBP3	-0.0374369950371	0.0
IGFBP4	0.0	-0.0207772909936
IGFBP6	0.0549660788317	0.0620194697768
IGFBP7	-0.0179505271258	-0.0168180206647
IL32	0.00975620668981	0.0
IL6ST	0.0	0.00685303255282
INSC	0.00720197334555	0.0081033641511
INSIG1	-0.0108475637548	-0.00926167416653
ISLR	-0.0127779618015	-0.00832266899542
ITGA11	-0.00722452995541	0.0
ITGA5	0.0303587652445	0.0221319927203
ITGB1	-0.0664349121225	-0.0734275710939
ITGB5	-0.0104330471028	-0.00598645087079
ITGBL1	0.0104882908224	0.0148070800164
ITM2C	-0.00604486191187	-0.00873665201547
JTB	0.0119477201476	0.0103266022323
JUN	-0.00837314064068	-0.00886129897039
KCNK2	-0.00651657234538	-0.00593027544034
KCNMA1	0.021859249568	0.0226275123496
KLF4	0.0	0.00634605289799
KRT18	0.0	0.0150505627147
KRT19	0.0	0.0183752542293
KRT7	0.0263506452669	0.0223976202127
LAMA3	0.00704246750961	0.00692351021242
LAMA4	-0.00653968477011	-0.00727683350706
LAMP1	-0.0210088752648	-0.0200631993557
LAPTM4A	0.0123829940048	0.0098756948865
LARP6	-0.00856677689946	-0.00723594557865
LBH	-0.00991518552066	-0.00872021670794
LDHA	-0.0442524405846	-0.0472470910969
LDHB	0.0	-0.011728979318
LEPR	0.0	0.00689033124817
LGALS1	-0.302651673985	-0.339077764466
LGALS3	0.0135490174206	0.0140039639247
LGALS3BP	0.0	0.00674344546348
LIMA1	-0.00591373258256	-0.00774251884557
LMAN2	-0.00600529287843	0.0
LMNA	0.0	0.0116030396433
LOC100130872	-0.0488321466746	-0.0422596348124
LOC100506548	0.0157417422966	0.0
LOC102724827	0.0	0.00627718318544
LOX	-0.00787175529568	-0.00916690098623
LOXL1	-0.00858433871198	-0.00811952548243
LOXL2	-0.0136815759427	-0.0127270054562
LOXL4	0.0129643662559	0.0180522853735
LPCAT2	-0.117936047057	-0.0939428478019
LPXN	-0.00721823740612	-0.00725614262079
LRP1	-0.0112868665544	0.0
LRP10	-0.013651558983	-0.00959453513114
LRRC15	-0.0120544688696	-0.00963874179869
LRRC75A-AS1	0.0104327157648	0.0
LSS	-0.0073139383348	-0.00604101377505
LTBP1	0.0122621768654	0.00682368743795
LTBP2	-0.016740000921	-0.0128785914435
LTBP3	0.0	0.00737534973182
LUM	-0.0223379595518	-0.0161736625235
LY6E	-0.02408708892	-0.0209002402189
MAGIX	0.00698018752415	0.0106713909952
MALL	0.00948735631348	0.0172356279766
MAN1A1	0.011321920042	0.0084966090627
MARCKS	-0.0119546758489	-0.0106794207633
MAT2A	0.00933563020739	0.00594789680081
MEG3	0.0148086742981	0.0164285597237
MEST	0.0239781810928	0.0342349218782
MFGE8	0.0126219713018	0.011700223059
MFI2	0.021811902962	0.0230102319661
MGAT4B	-0.00962815696027	-0.00811676371317
MGP	0.0120380745001	0.0390684415257
MGST1	0.0117224865628	0.0
MIF	-0.00721353696432	-0.0157805629421
MINOS1	-0.0123317874567	-0.00828415809322
MIR1244-3	0.00950085984684	0.0
MIR1282	0.134177085682	0.112742078616
MIR1304	0.0340285251626	0.0101428660325
MIR1307	0.0	-0.00842068605949
MIR3648	0.0910415780401	0.0299134078075
MIR378J	0.0361816963493	0.0
MIR3909	0.0131790822829	0.0
MIR3917	-0.00700608918247	-0.0132289525591
MIR3936	0.0	0.0208673348295
MIR4426	0.0391350422545	0.0184429088827
MIR4709	-0.0293970365338	-0.0244610310497
MIR6084	-0.0758738760663	0.185980590698
MIR612	0.0192603767133	-0.023958827
MIR6805	0.0131518504147	0.00919375220747
MIR6843	0.0	0.00616275635579
MIR6892	0.0301137686066	0.0
MIR7705	0.0217564311731	0.0199713209787
MIR941-2	-0.00664047805166	0.0
MKNK2	0.0	0.00793487508083
MMP1	-0.103564932408	-0.0885269503033
MMP14	-0.0250059925426	-0.0225909551525
MMP19	0.0140216857988	0.0144122615549
MMP3	-0.0748733417324	-0.0674787021294
MMP7	0.0	0.00857300850047
MORF4L2	0.0173115433423	0.017594370035
MOXD1	-0.0205856967152	-0.0186060080528
MRC2	-0.0159539694411	-0.0134206048369
MRPL41	-0.0059532791628	0.0
MRPS6	-0.00841975665582	-0.00803165899069
MT1E	0.0424713539912	0.025815805462
MT1M	0.00754433960282	0.0
MT1X	0.0	0.00724055737747
MT2A	0.104507961647	0.057132656465
MTCH1	-0.00663137021798	0.0
MTRNR2L2	0.00765522648855	0.0118740526578
MTRNR2L9	0.0	0.00638358204436
MXRA5	-0.0167847252034	-0.0142793406483
MXRA8	-0.0165485926034	0.0
MYL12A	-0.00581819485101	-0.00953761439722
MYL12B	-0.0101774258312	-0.0139393198324
MYL6	-0.034457604061	-0.0422718635726
MYL9	-0.028114238084	-0.0261263722183
NACA	0.0158022074429	0.00915431482202
NAP1L1	0.00742342300292	0.0
NDRG1	0.00780568919312	0.0135853022802
NDUFB2	-0.00633121570061	-0.0102589829467
NDUFV2	0.00734917909093	0.0
NFIL3	0.0	0.00688287793123
NFIX	-0.0088502384895	-0.00599142136924
NID1	0.010911635556	0.00901436347751
NME1	-0.0209776863474	-0.0296565245642
NNMT	0.00918065780361	0.00838655779947
NOTCH3	0.0125564798712	0.0158791565718
NPM1	0.00880796865313	-0.00797307017341
NPTN	-0.00763642210049	-0.00712852354263
NPTX2	0.0142648193703	0.0120489986262
NQO1	-0.00608860826112	-0.00880312062049
NREP	0.00807563020234	0.0141418242221
NRN1	-0.00606997476872	0.0
NRP1	-0.00871783936085	-0.0094664629467
NT5E	-0.0190649628128	-0.0188367443942
NTN4	0.0116680123375	0.0104583555371
NUDT3	0.0134948151653	-0.00685256059982
NUPR1	-0.0079971065388	0.0
OAZ1	-0.0261734077568	-0.0234639227082
OLFML3	-0.0170537668756	-0.0151896847859
OSR1	-0.00721800786777	-0.00699513601403
OST4	-0.00713725141052	-0.0146201312123
OXTR	0.0	0.00729999409819
P2RX6P	0.0109512774477	0.00605321666091
P4HB	-0.0381786868767	-0.0366621563415
PAM	-0.0151297715292	-0.0151231069818
PAMR1	-0.00851049398549	0.0
PARP1	0.00716011658662	0.0
PCBP1	-0.00619420071137	0.0
PCDHGA1	-0.00592581128681	0.0
PCNA-AS1	-0.00891743328632	-0.00828174282628
PDGFRA	-0.00873612606922	-0.00789245864256
PDGFRB	0.0	0.00807336577862
PDIA3	-0.00731481364922	-0.00891133939855
PDIA4	-0.00640934888041	-0.00797488559082
PDIA6	-0.00937646860638	-0.0128659497826
PDK4	0.00727074489844	0.0
PEA15	-0.0241016521034	-0.0238131754609
PEBP1	-0.0101117666623	-0.0100409298823
PFKP	0.0	0.00642725147131
PFN1	-0.0345718962623	-0.0438139772128
PGAM1	-0.0111026580054	-0.0143067354909
PGRMC1	-0.0164612871002	-0.0169272905761
PKIG	-0.00759779501527	-0.00627090812612
PKM	-0.0955127564447	-0.0866945797555
PLIN2	0.0158586284608	0.00666681295484
PLOD1	-0.0126809604188	-0.0107971957713
PNPLA2	0.0	0.00790082773576
PODXL	-0.00675606261844	0.0
POLR2L	-0.00750581933916	-0.0140474195954
POSTN	-0.020240676988	-0.0112869164244
PPAP2B	0.036568239917	0.0442528561998
PPIA	-0.0112422698249	-0.0233148217454
PPIB	-0.0333285164892	-0.0316465693288
PPIF	0.00799819953603	0.0
PPL	0.0132336320055	0.0228086891141
PPP1R14B	-0.011389507902	-0.0123779734386
PRDX1	-0.0119967763791	-0.0164550187776
PRDX6	0.00788584647673	0.0
PRKCA	0.0104309976116	0.010407228668
PRKCDBP	-0.0140511705593	-0.0116173280342
PRNP	0.0	0.00681681545743
PRRX1	-0.00974381780784	-0.00954977419191
PRRX2	-0.00893715841515	-0.00824603295173
PRSS23	0.0	0.00828676078206
PSAP	0.0586716585209	0.071965907185
PSAT1	0.0	0.00675941546027
PSG5	-0.034591997853	-0.0303285807684
PSMA7	-0.00585327797726	-0.00661018926734
PSMD2	-0.00598321535994	-0.00600337685721
PTGDS	0.00677320432894	0.0
PTGFR	0.0	0.0081301844616
PTMS	-0.0226040891701	-0.0209400558722
PTRF	-0.00628129863435	0.0
PTX3	0.0209028120122	0.00704135926774
PYGB	0.0223362474971	0.0215425121867
QPRT	-0.00589981390358	0.0
RAB1B	-0.00738184052988	0.0
RAB32	-0.00814038447415	-0.00853278766533
RAB5C	-0.00631652881494	-0.00707220932717
RAB7A	-0.00731869372446	-0.00774541351869
RAN	0.0	-0.00940794713785
RCAN2	-0.00648249542231	0.0
RCN3	-0.0085846736844	0.0
RECK	-0.0115622860628	-0.00980623481897
RGCC	0.0101088654725	0.00753289335662
RGMB	-0.0169704393941	-0.0151508469025
RHOA	-0.0113892917301	-0.0130805401236
RHOB	0.0282299295931	0.032371426675
RHOC	0.0	-0.00631944040189
RMRP	0.00894810211055	0.0
RND3	-0.0215691953108	-0.0205414099023
RNH1	-0.0126228087438	-0.00974735672879
RNU12	0.00681107899926	0.0
RPL10	0.0117359527058	0.00880887202341
RPL10A	0.025407074845	0.018395643594
RPL11	0.0415850289222	0.0135066989672
RPL12	0.0365482990028	0.0217327541696
RPL13A	0.0287001478355	0.0138346988527
RPL14	0.0212265410631	0.00973569671084
RPL15	0.0175447734062	0.0059331540668
RPL18A	0.0362094567212	0.0212667048628
RPL19	0.0213188561474	0.0
RPL21	0.042540612579	0.014741374921
RPL22	0.00861927511031	0.0
RPL23	0.019122384249	0.0
RPL23A	0.0199522446489	0.0102254207343
RPL24	0.0331225816667	0.0141174023471
RPL26	0.0484183643744	0.0218119646018
RPL27	0.0298469646103	0.0
RPL29	0.0283769863235	0.0162703043016
RPL3	0.0465435190996	0.0375475047571
RPL30	0.0348300726262	0.0175704139817
RPL31	0.0342794143048	0.0192981936053
RPL32	0.0217979508424	0.0138999565823
RPL34	0.0187317045576	0.00883028079799
RPL35	0.0100873851227	-0.0161815686697
RPL35A	0.0397988727949	0.0160002784398
RPL37A	0.0307966717692	0.0
RPL38	0.0208958937991	-0.00719493268577
RPL39	0.0341812358298	0.0112445896473
RPL4	0.0531141923245	0.0307783393389
RPL41	0.061173098785	0.0287715506895
RPL5	0.0400237727848	0.0250237099706
RPL6	0.0362412026098	0.0154131914392
RPL7	0.038671801306	0.0163595057674
RPL7A	0.0332492669903	0.0200225536474
RPL8	0.021493516057	0.0
RPL9	0.0326786393634	0.0
RPLP0	0.0629837411904	0.0589294185077
RPLP1	0.0200030077809	0.0
RPLP2	0.0105160070125	0.0
RPN2	-0.00628027589163	-0.00618713149587
RPS11	0.0142070345135	0.00590374172735
RPS12	0.0436298358562	0.0226093519398
RPS13	0.039647225556	0.0124188200093
RPS14	0.0136460443807	0.0
RPS15	0.0	-0.00686908986268
RPS15A	0.0398001453312	0.0111728730663
RPS16	0.014338203296	0.0
RPS19	0.0145310327645	0.0
RPS2	0.0556179985392	0.0340939145609
RPS20	0.00926966341755	0.0
RPS21	0.0126678947332	-0.00756583145272
RPS24	0.0396477686939	0.0077453806931
RPS25	0.0422195352878	0.0271383640481
RPS27	0.0474342648584	0.041722903687
RPS27L	0.0	-0.00693772660564
RPS28	0.0165252905	0.0
RPS29	0.0384696956723	0.00648887957947
RPS3	0.0218968895026	0.00815912097824
RPS3A	0.0518318282517	0.0242203464715
RPS4X	0.0483097118304	0.0386803653585
RPS5	0.0119800746657	0.0
RPS6	0.0693296332216	0.038480726338
RPS7	0.00992017203053	-0.0131784935366
RPS8	0.0342070976828	0.0163107326419
RPS9	0.00708644959886	0.0
RPSA	0.0	-0.0154179605546
RRAS2	-0.00756466434806	-0.0102016503582
S100A10	0.0566109652779	0.0674110064159
S100A11	-0.0362318240136	-0.0377546967972
S100A13	-0.0268351431539	-0.0221293934258
S100A16	0.0223593167421	0.0147567967489
S100A3	0.0729866416753	0.0485245341088
S100A6	0.140923058531	0.197740355974
SAT1	0.0	0.00982376037338
SBSN	0.0233621282639	0.0342252865263
SCARNA21	0.00693676536784	0.0
SCARNA22	-0.00863194964694	-0.00904431636955
SCD	-0.00916075088788	-0.00889511821343
SDC3	-0.00615501132094	0.0
SDC4	0.00987494437102	0.00713616729757
SDCBP	0.0142928051753	0.0082231873881
SDF4	-0.0114391060364	-0.00809559156697
SEC22B	0.00769702490653	0.00677032629622
SEC61A1	-0.00742128184532	-0.00822401423079
SEC61B	0.0	-0.0071318191379
SELM	0.0116386747419	0.0203142333631
SEPT11	0.0	0.0
SEPT9	0.0	0.0
SEPW1	0.0100975741202	0.0
SERINC3	0.00852081928556	0.00859066416287
SERPINE1	0.0427608760288	0.0405308311536
SERPINE2	-0.156948796299	-0.132435736698
SERPINF1	0.0	0.0132717278481
SERPINH1	0.0	0.00733002090665
SGK1	0.010783057855	0.0173944138239
SLC25A3	0.0133336770579	0.0
SLC25A5	0.0	-0.00655935183014
SLC39A14	0.0142339705678	0.010417861841
SLC44A1	0.0	0.00658315867589
SLC9A3R2	0.0125712135126	0.0141847258291
SMPD1	-0.0073764266827	0.0
SNED1	0.0101470478834	0.0107116095358
SNHG1	-0.0150256549434	-0.00927079952849
SNHG12	-0.0355005940042	0.0
SNHG6	0.00833255688635	0.0
SNHG8	0.0	0.00676579108561
SNORA1	0.00758772281872	0.0
SNORA10	0.01500235796	0.0
SNORA14B	0.0	-0.0133461590502
SNORA19	0.0122732638422	0.0
SNORA21	0.00781880004698	0.0
SNORA24	-0.0240228910034	-0.0180392105387
SNORA26	0.0	0.0138952314852
SNORA27	0.0211932135031	0.0130390984968
SNORA31	0.0	0.0161559171913
SNORA32	0.0327271395314	0.0
SNORA41	0.0	0.00611894349743
SNORA45A	0.0197921523712	0.0
SNORA45B	0.0111530746544	0.015331483514
SNORA47	0.00742763165564	0.0162901989492
SNORA48	0.0209628605605	0.0
SNORA52	0.00756084312094	0.0132975930841
SNORA55	0.0131948949472	0.0
SNORA67	0.0352247559219	0.0318020479556
SNORA68	0.0	0.00612694852936
SNORA70	-0.0207153713494	-0.0205040172058
SNORA71B	0.00678530020721	0.00767242150316
SNORA72	0.0134898435791	0.0
SNORA77	-0.0120037506527	0.0105758203105
SNORA80E	0.0164783316775	0.00620116024331
SNORD10	0.0195861610964	0.00998426394079
SNORD11B	0.0	0.0100209445206
SNORD23	-0.05109096163	-0.0508386093327
SNORD89	0.0356912228116	0.0
SNORD94	0.00845049096678	0.0
SNX3	0.0	-0.00780602917372
SOD2	0.0537747035182	0.0487637142668
SPARC	0.118589278788	0.177073761007
SPCS3	0.00754442776414	0.0
SPHK1	-0.00770821784583	-0.00756542883351
SRGN	0.0132264760905	0.00864661985065
SRPX	0.00854858843122	0.0125792074942
SSB	0.00763630254261	0.0
SSR2	-0.00766894442874	-0.006568752859
STAT1	-0.00712157715704	-0.00789830719784
STXBP5	0.00839484329661	0.00756478515272
TAGLN	-0.0586247045218	-0.0434951115944
TAGLN2	0.0106068254266	0.0100794458969
TCEAL4	0.00694238413003	0.00816545965801
TEX29	0.00725975433124	0.00848988374406
TFPI	0.0192234828924	0.0181067299837
TGFBI	-0.128836726686	-0.113587236064
TGFBR2	0.00724536513072	0.00785243488822
THBS1	-0.0846581483092	-0.0759971214988
THBS2	-0.00926288204731	-0.00951191995719
THY1	0.0435428842609	0.0284859338255
TIMP1	0.0	0.0511403525598
TIMP2	-0.0353039796513	-0.0241126000334
TIMP3	-0.0128625852907	-0.014778190587
TMA7	0.0	-0.0064248314176
TMCO3	0.0	0.00604384497113
TMED3	-0.00606895205447	0.0
TMED9	-0.00694145573259	-0.00604537420562
TMEM119	-0.0180348592101	-0.0194547714257
TMEM158	-0.00785015295958	0.0
