	big_hdf_day15	big_hdf_day25_CD34	big_hdf_day25_CD49F
MIR3648	0.0910415780401	0.0151715091531	0.0299134078075
PSAP	0.0586716585209	0.00288484965152	0.071965907185
CLDN11	-0.0665377040034	-0.00174186897353	-0.0627648607671
CFL1	-0.0647999458939	-0.00345640590115	-0.0622596182267
GREM1	-0.0660307825625	-0.0042656278511	-0.058074675206
S100A10	0.0566109652779	0.00274551236493	0.0674110064159
CFD	0.047040035353	0.000737942894974	0.0779467071187
GAS6	-0.0624516946211	-0.00253949487739	-0.0605834432342
CAV1	0.0661953448154	0.00351852555769	0.055350408365
APLP2	-0.0632510309726	-0.00216215775131	-0.0580613390919
RPLP0	0.0629837411904	0.000714838236548	0.0589294185077
IGFBP6	0.0549660788317	0.00239642603705	0.0620194697768
CPA4	0.0645185165111	0.0010306439064	0.0482801393695
MIR6084	-0.0758738760663	0.000816532122519	0.185980590698
RPS6	0.0693296332216	0.00299612119278	0.038480726338
TAGLN	-0.0586247045218	-0.00337553886881	-0.0434951115944
SNORD23	-0.05109096163	-0.00236509969925	-0.0508386093327
SOD2	0.0537747035182	0.00039783844514	0.0487637142668
FBLN1	0.0464144257031	0.00108354452759	0.0545451043641
LDHA	-0.0442524405846	-0.00242785799833	-0.0472470910969
LOC100130872	-0.0488321466746	-0.00197549753979	-0.0422596348124
RPS27	0.0474342648584	0.00240386352266	0.041722903687
RPL41	0.061173098785	0.00134756236009	0.0287715506895
RPS2	0.0556179985392	-0.00121503539795	0.0340939145609
RPS4X	0.0483097118304	0.00148855550653	0.0386803653585
COL1A2	-0.0579203668722	-0.00731145534815	-0.0230437799459
COL1A1	0.0138115685597	0.000374294894579	0.0738204734269
CD63	-0.0417019213039	-0.00173922630475	-0.0433673111515
CALR	-0.0379770479226	-0.00279300586882	-0.0457556716739
EIF4A2	-0.0447588576833	0.00224188749207	-0.0431280548124
RPL4	0.0531141923245	0.00110167838489	0.0307783393389
C18ORF32	0.0546224908899	0.00157614074424	0.0284910992137
RPL3	0.0465435190996	0.000291420668986	0.0375475047571
SERPINE1	0.0427608760288	0.000518818603359	0.0405308311536
GLUL	0.0467620692752	0.000216784740771	0.0355868809638
PPAP2B	0.036568239917	0.00040219991495	0.0442528561998
PFN1	-0.0345718962623	-0.00278207833165	-0.0438139772128
MYL6	-0.034457604061	-0.00379763248813	-0.0422718635726
TPM1	-0.0417905439371	-0.00399454735783	-0.0341635737159
TUBA1B	-0.0318513073575	-0.0021776445467	-0.0452031491769
RPS3A	0.0518318282517	0.00293754665926	0.0242203464715
GJA1	-0.0434160831529	-0.000746823868847	-0.0334431629045
P4HB	-0.0381786868767	-0.00257811128211	-0.0366621563415
S100A11	-0.0362318240136	-0.00238190242929	-0.0377546967972
APP	-0.0376654717427	-0.00170510889034	-0.0348128768141
CCND1	-0.0379023643532	-0.00181254659362	-0.0341597841887
RPL26	0.0484183643744	0.00241827358653	0.0218119646018
ADIRF	0.0325085980711	0.00101263060011	0.038802860948
THY1	0.0435428842609	-0.000444651997371	0.0284859338255
RPS25	0.0422195352878	0.00181077150464	0.0271383640481
TPM2	-0.0343517482536	-0.00218367314543	-0.0337406864477
MT1E	0.0424713539912	0.00181301634559	0.025815805462
RPS12	0.0436298358562	0.00167182708957	0.0226093519398
RPL5	0.0400237727848	0.00166096735634	0.0250237099706
PPIB	-0.0333285164892	-0.00155765372192	-0.0316465693288
PSG5	-0.034591997853	-0.00120866300504	-0.0303285807684
SNORA67	0.0352247559219	-0.00208638471681	0.0318020479556
CTSZ	-0.0347525272169	-0.00140075711427	-0.0286702588184
TIMP1	-0.00463014218433	0.0179351962622	0.0511403525598
COL6A3	0.0267004446695	0.00108545764736	0.0342130702795
ANXA2	0.0406606233595	-0.00148401638406	0.0225142374463
RHOB	0.0282299295931	0.000442855601399	0.032371426675
TIMP2	-0.0353039796513	-0.00157968137423	-0.0241126000334
GNAS	-0.0320338089648	-0.00154329683038	-0.0263721292805
RPL12	0.0365482990028	0.000928429731975	0.0217327541696
RPL21	0.042540612579	0.00184165032336	0.014741374921
MIR4426	0.0391350422545	0.00150225215375	0.0184429088827
DUSP1	0.0343529841085	-0.000179119215481	0.0245763915985
MEST	0.0239781810928	0.00032938219585	0.0342349218782
RPL18A	0.0362094567212	0.00103845342524	0.0212667048628
SBSN	0.0233621282639	0.000867561122445	0.0342252865263
RPL35A	0.0397988727949	0.00194322737496	0.0160002784398
C12ORF75	-0.0275994705888	-0.000852671354466	-0.029240147273
MIR1304	0.0340285251626	0.0132070634299	0.0101428660325
BZW1	0.0337352204998	0.000409102133755	0.0224850615586
MYL9	-0.028114238084	-0.00235887071583	-0.0261263722183
COL5A1	0.0270266590913	0.00114360671877	0.0282076644489
MGP	0.0120380745001	0.00513928201433	0.0390684415257
RPL7	0.038671801306	0.00116024692361	0.0163595057674
RPL11	0.0415850289222	0.000609976388092	0.0135066989672
RPL31	0.0342794143048	0.00125874038069	0.0192981936053
MIR4709	-0.0293970365338	-0.000539513433705	-0.0244610310497
RPS13	0.039647225556	0.00188552499503	0.0124188200093
RPL30	0.0348300726262	0.00137971105432	0.0175704139817
GPX1	-0.0274130020298	-0.00149483591869	-0.0248210070853
RPL7A	0.0332492669903	0.000397923967631	0.0200225536474
NME1	-0.0209776863474	-0.00227695631375	-0.0296565245642
RPL6	0.0362412026098	0.00123288951369	0.0154131914392
RPS15A	0.0398001453312	0.00180095724615	0.0111728730663
IFITM3	0.0203014005602	0.000874828920381	0.031532681886
ITGA5	0.0303587652445	0.000179502716258	0.0221319927203
RPS8	0.0342070976828	0.00155541626074	0.0163107326419
OAZ1	-0.0261734077568	-0.00169586625114	-0.0234639227082
S100A13	-0.0268351431539	-0.000847898444404	-0.0221293934258
PEA15	-0.0241016521034	-0.00153517215857	-0.0238131754609
MMP14	-0.0250059925426	-0.00183124861676	-0.0225909551525
CRLF1	0.0190026741331	0.000204347267608	0.0298343681074
KRT7	0.0263506452669	0.000202406877677	0.0223976202127
CHPF2	-0.0139632167106	-0.00108672958518	-0.0337724556599
CALM2	-0.0201208519172	-0.000169269585749	-0.0284598008463
BRI3	-0.0233847199483	-0.00166724254548	-0.0236457202941
RPL24	0.0331225816667	0.000722198355043	0.0141174023471
RPS24	0.0396477686939	0.000420087832003	0.0077453806931
EEF2	0.0168778787527	-0.000892378337442	0.0318234981471
HSD11B1L	0.0333218279477	0.000718613835329	0.0136007042485
IFITM2	0.0203563468339	0.000683452473869	0.0265734758988
ADM	-0.0250405532	-0.000804248843246	-0.0217287655942
RPS29	0.0384696956723	0.00211491998718	0.00648887957947
TPM4	-0.0168713206542	-0.00262940680113	-0.0274936384262
RPL39	0.0341812358298	0.00156712463578	0.0112445896473
MFI2	0.021811902962	0.00176594024119	0.0230102319661
LY6E	-0.02408708892	-0.000730139694211	-0.0209002402189
KCNMA1	0.021859249568	0.000450632378295	0.0226275123496
RPL10A	0.025407074845	0.00112383946944	0.018395643594
RPL29	0.0283769863235	0.00027690851701	0.0162703043016
PTMS	-0.0226040891701	-0.000828379816979	-0.0209400558722
CALD1	-0.0224725869037	-0.00129415473681	-0.0203966504543
PYGB	0.0223362474971	0.000145567076621	0.0215425121867
WISP2	0.0150038447678	0.000140027478954	0.0286490558989
CEMIP	-0.0215362585176	-0.000680564116827	-0.021227667885
RND3	-0.0215691953108	-0.0012633184819	-0.0205414099023
ECM1	0.0158121695214	0.00105208233592	0.0262757611889
SNORA24	-0.0240228910034	-0.000987606806736	-0.0180392105387
RPL13A	0.0287001478355	0.000408792403037	0.0138346988527
ATF4	0.0180309593523	0.000693980938966	0.0240452530137
MIR7705	0.0217564311731	0.000784976025575	0.0199713209787
TUBA1A	-0.0212968191869	-0.0013652481813	-0.0195261182342
LAMP1	-0.0210088752648	-0.00104454343863	-0.0200631993557
ENPP2	-0.0188269836399	-0.0010268885275	-0.0215051707133
VAT1	-0.0200737368704	-0.001335565316	-0.01928334705
IGFBP3	-0.0374369950371	-0.00357419714537	0.000374722625498
CDK2AP1	-0.0203270170385	-0.000985563417668	-0.0187252690066
EMP3	0.0161363292289	0.000407435843866	0.0233075105417
MOXD1	-0.0205856967152	-0.00056693745933	-0.0186060080528
LUM	-0.0223379595518	-0.00101198816761	-0.0161736625235
ATP5E	-0.0149710674269	-0.000849047532379	-0.0236220275814
FKBP9	-0.02059622423	-0.00081420103574	-0.0175984131468
RPL9	0.0326786393634	0.000186394425783	0.00588112539422
NT5E	-0.0190649628128	-0.000808681409312	-0.0188367443942
FAM20C	-0.0192234180994	-0.000594716816346	-0.0186665612654
TFPI	0.0192234828924	0.000796620560705	0.0181067299837
TMEM119	-0.0180348592101	-0.000606501651733	-0.0194547714257
UCHL1	-0.0194890429689	-0.00133054191595	-0.0172088488164
UBB	-0.0194330732553	-0.000287424628597	-0.0181155073487
COL7A1	0.0193347186134	0.000621974728104	0.0176596382927
TNC	-0.0173193206496	-0.00125671277737	-0.0185250973071
S100A16	0.0223593167421	-6.78074001195e-05	0.0147567967489
CD151	-0.0222510166191	-0.00125566947174	-0.0133770038594
PPL	0.0132336320055	0.000807535870909	0.0228086891141
MORF4L2	0.0173115433423	0.00172025271303	0.017594370035
AQP3	0.0199298747492	0.000313634075568	0.0163056992455
RPL32	0.0217979508424	0.000485959420789	0.0138999565823
CTSL	-0.0135205737089	-0.000940296834801	-0.021655115026
GAS5	0.0171579547399	0.0016061195014	0.0170948664098
IGFBP7	-0.0179505271258	-0.00101404621958	-0.0168180206647
SNORD89	0.0356912228116	1.1887230506e-05	5.63430312315e-05
CXCL12	-0.0183537042966	-0.000985233052754	-0.0163069836759
DBI	-0.0160083191976	-0.000776347920715	-0.0187946849798
FRMD6	-0.0178167474571	-0.00128388414452	-0.016473281896
PPIA	-0.0112422698249	-0.000962962253435	-0.0233148217454
FST	-0.0190209974324	-0.000350174530604	-0.0158057290826
HMOX1	-0.0176407469342	-0.00143292605556	-0.0160140154049
ENO1	-0.0123751430577	-0.00142100647732	-0.0208964287541
TXN	0.0265934922843	0.000230356351023	0.00757006163315
CCDC80	-0.0209622061719	-0.000745463698867	-0.0124266915046
PGRMC1	-0.0164612871002	-0.000694545093554	-0.0169272905761
HSPA8	-0.010606508945	-0.0016854266796	-0.0217475380001
FKBP5	0.0188936095868	0.000556530957849	0.0143125247853
C19ORF10	-0.0173714812661	-0.00112338154435	-0.0152616126605
ACADVL	0.0171120957527	0.00135687696977	0.0152596626191
SNORA27	0.0211932135031	-0.000540118671103	0.0130390984968
MIR6892	0.0301137686066	-0.000766790140831	0.00429965758128
AHNAK	0.0147711883213	0.00093407264297	0.0177819901916
MEG3	0.0148086742981	0.00204698382278	0.0164285597237
OLFML3	-0.0170537668756	-0.000874533645988	-0.0151896847859
POSTN	-0.020240676988	-0.0013893072048	-0.0112869164244
YWHAZ	0.02261233607	0.000355701581574	0.00989712553061
RGMB	-0.0169704393941	-0.000653536817722	-0.0151508469025
CD81	0.00455699633559	-3.86080763782e-05	0.0281035988857
COL18A1	0.0138847894831	0.000278601824739	0.0183746824003
ERRFI1	0.0147968214591	0.000176457730324	0.0174722026256
YBX1	-0.0099642730915	-0.00161448086089	-0.0207809143369
DKK1	0.0105307981531	0.000766168329697	0.0209133689632
CKAP4	-0.017458130738	-0.000966768866954	-0.013720715153
RPL14	0.0212265410631	0.000899867731286	0.00973569671084
LOXL4	0.0129643662559	0.000790873734011	0.0180522853735
TUBB4B	-0.0128759080102	-0.000636050610865	-0.0182658880549
SELM	0.0116386747419	-0.00024931841463	0.0203142333631
SNORA32	0.0327271395314	-0.00102389271952	0.0
MXRA5	-0.0167847252034	-0.00052731699218	-0.0142793406483
RPL23A	0.0199522446489	0.00134480234125	0.0102254207343
MIR378J	0.0361816963493	0.0	-0.00512975775877
SNHG12	-0.0355005940042	0.000675245997048	0.0038181304604
PAM	-0.0151297715292	-0.00053476389952	-0.0151231069818
RPL37A	0.0307966717692	0.00241469625065	-0.00251524259838
LTBP2	-0.016740000921	-0.00078699302067	-0.0128785914435
ADH1B	0.0117816545949	0.000496603219516	0.0181188769694
RPS3	0.0218968895026	0.000180063619386	0.00815912097824
GPNMB	-0.0135188303196	-0.000717116934071	-0.0158343347646
SNORA70	-0.0207153713494	0.0111867718529	-0.0205040172058
MRC2	-0.0159539694411	-0.000644800526425	-0.0134206048369
CTGF	-0.0180696860021	-0.00196249796919	-0.00994983695281
ARHGDIA	-0.0167081350246	-0.000894840867638	-0.0123195142899
CAPN2	0.0159403696543	0.000432230669218	0.0132889747117
PRDX1	-0.0119967763791	-0.00114216720062	-0.0164550187776
ALDOA	-0.0174528866592	-0.00142084975692	-0.0106129530765
HNRNPH2	0.0201129659469	0.000155793172807	0.00919203084429
ASPH	-0.0141315615569	-0.000739666824707	-0.014443795834
SGK1	0.010783057855	0.00105023267933	0.0173944138239
CRIP1	0.0124792283256	0.000366398295619	0.0162561590239
CHML	0.0142269464227	0.000357431770189	0.014474217537
SNORD10	0.0195861610964	-0.000534882754522	0.00998426394079
LGALS3	0.0135490174206	0.00148210396696	0.0140039639247
IGFBP4	-0.00519922859462	-0.00297961186931	-0.0207772909936
H3F3A	0.0183210327236	0.000574246858592	0.0100389585423
MMP19	0.0140216857988	0.000357018122057	0.0144122615549
EIF3E	0.0168974605656	0.000655297738111	0.0111478640738
NOTCH3	0.0125564798712	0.000218545292618	0.0158791565718
COPS8	0.0147334220802	0.00051870383556	0.0132989019677
TIMP3	-0.0128625852907	-0.000757572119172	-0.014778190587
RPL34	0.0187317045576	0.000658930892105	0.00883028079799
PTX3	0.0209028120122	0.000250956333603	0.00704135926774
TNFRSF11B	-0.0141236602115	-0.000445823415217	-0.0133834382355
ID1	-0.0164033000085	-0.00108427089813	-0.0103671707324
ATP6V0E1	-0.0105493480869	-0.00151591065448	-0.0155741469108
MALL	0.00948735631348	0.000803327837429	0.0172356279766
LOXL2	-0.0136815759427	-0.000962850631352	-0.0127270054562
RPLP1	0.0200030077809	0.00265329718389	0.00447301221184
SLC9A3R2	0.0125712135126	0.000293135689455	0.0141847258291
ANXA6	-0.0121260547719	-0.000826116121192	-0.0140642322726
ARPC1B	-0.0130526463633	-0.000705410147659	-0.0132318334407
HINT1	-0.010763810868	-0.000903973756048	-0.0152747417719
TUBB6	-0.0116899092159	-0.000777426616249	-0.014417829591
NPTX2	0.0142648193703	0.00045101672054	0.0120489986262
TSC22D3	0.0104103727326	0.000702344711144	0.0156479455368
COX8A	-0.0121786993689	-0.000369758314673	-0.0141374180886
SNORA45B	0.0111530746544	0.0	0.015331483514
PGAM1	-0.0111026580054	-0.00101983534217	-0.0143067354909
FBLN5	-0.00953956004057	-0.00104500919752	-0.0158440513424
ASS1	0.0161499887771	0.000246852709933	0.00995496629327
GNB2L1	0.0157818148033	-0.000435312201844	0.0109935186483
PRKCDBP	-0.0140511705593	-0.000615594433927	-0.0116173280342
ZFP36L2	0.0116719955762	0.000676645554819	0.0138935750565
VAMP5	0.0127961556621	0.000347161377616	0.0130461551217
GRN	-0.0162491763071	-0.000343578157363	-0.00951746710357
ITGBL1	0.0104882908224	0.000753801547165	0.0148070800164
CALU	-0.00937832712572	-0.00135360246523	-0.0151743420572
YWHAQ	-0.0106708397019	-0.00026698873001	-0.01467773636
RHOA	-0.0113892917301	-0.00105849501213	-0.0130805401236
NACA	0.0158022074429	0.000320183877737	0.00915431482202
EEF1G	0.0210477181259	-0.00126818991015	0.00537978959526
FSTL3	0.0111761286926	0.000305851369908	0.013579942927
DNAJB4	0.0146079773228	0.000475548933052	0.00986487823832
SLC39A14	0.0142339705678	0.000150897137186	0.010417861841
SNHG1	-0.0150256549434	-0.000423295637248	-0.00927079952849
MFGE8	0.0126219713018	0.000296349944304	0.011700223059
CDKN1A	-0.013337704509	-0.00165631617201	-0.00961265817595
ARPC2	-0.00966024419777	-0.00109527093875	-0.0137671134061
MIF	-0.00721353696432	-0.00152126321574	-0.0157805629421
EIF5A	-0.00731596172676	-0.00152593021347	-0.0156620892483
APCDD1	-0.012803441078	-0.000296443974784	-0.0113421913436
DRAM1	-0.012462288615	-0.00042048937477	-0.0115555227398
MYL12B	-0.0101774258312	-0.000314813745761	-0.0139393198324
TRNP1	0.0134043797085	7.11989740739e-05	0.0109120392029
PPP1R14B	-0.011389507902	-0.00052970641522	-0.0123779734386
AEBP1	-0.0134574571211	-0.000562150835221	-0.0101607995232
RPL15	0.0175447734062	0.000680229712796	0.0059331540668
PLOD1	-0.0126809604188	-0.000618631622878	-0.0107971957713
RPL27	0.0298469646103	-0.00022664285517	-0.00569930960612
LRP10	-0.013651558983	-0.000605404181148	-0.00959453513114
SNORA47	0.00742763165564	6.04843265281e-05	0.0162901989492
BGN	-0.0120620641654	-0.000950584138402	-0.0106763401216
GATA2	0.00742528645121	0.00131487778498	0.0149401903126
KRT19	0.00392103958407	0.00135130816652	0.0183752542293
MARCKS	-0.0119546758489	-0.00065364789905	-0.0106794207633
ID3	-0.0123772328173	-0.000900523781059	-0.00999717825653
RNH1	-0.0126228087438	-0.000847848132324	-0.00974735672879
HTRA3	0.0113296189097	6.65440944388e-05	0.0117415013247
CARD16	0.0134268979432	0.000216173350257	0.00941016722869
MIR6805	0.0131518504147	0.000586375440617	0.00919375220747
PLIN2	0.0158586284608	0.000323473321194	0.00666681295484
JTB	0.0119477201476	0.000515519182809	0.0103266022323
RPL19	0.0213188561474	-0.000645385963404	0.00211225463795
HERC4	0.0148710069317	0.000544610304688	0.00734349226562
PDIA6	-0.00937646860638	-0.00051412790731	-0.0128659497826
OST4	-0.00713725141052	-0.000994152594537	-0.0146201312123
SNORA80E	0.0164783316775	0.0	0.00620116024331
LAPTM4A	0.0123829940048	0.00041036800861	0.0098756948865
TNFRSF12A	-0.0124242349564	-0.000313773136654	-0.00987673559959
SDCBP	0.0142928051753	-5.65500299117e-06	0.0082231873881
FSCN1	-0.0120031317615	-0.000593471864348	-0.00986501377647
C11ORF91	0.00761406131551	0.000661192802784	0.0141362550213
NREP	0.00807563020234	0.000122975916929	0.0141418242221
SNORA45A	0.0197921523712	-0.000374482354976	0.00291381022075
LRRC15	-0.0120544688696	-0.000634394361005	-0.00963874179869
CYB5A	0.0101943288552	0.000911229595537	0.011217541654
POLR2L	-0.00750581933916	-0.00076605160012	-0.0140474195954
NTN4	0.0116680123375	0.000164494547856	0.0104583555371
ID2	-0.0122685292383	-0.00089618448805	-0.00905034086345
ANXA4	0.0111043889398	0.000240924570184	0.0107807370894
SRGN	0.0132264760905	0.000199291860721	0.00864661985065
EMP1	-0.00512340741351	-0.000814896771144	-0.0161242745944
WNT5B	-0.0103653945377	-0.000613747130099	-0.0110752390074
COL6A2	0.0114039920908	-0.00289686994109	0.0135007049335
DRAP1	-0.00894590244858	-0.000254573330358	-0.0126357829871
RPL23	0.019122384249	0.000475837023796	0.00223057396049
MINOS1	-0.0123317874567	-0.00112955707769	-0.00828415809322
NDRG1	0.00780568919312	0.000335083885607	0.0135853022802
COX6A1	-0.00908421691073	-0.000572590267437	-0.0119837599232
RECK	-0.0115622860628	-0.000178887623517	-0.00980623481897
AKR1C2	0.00900494401385	0.000133315374577	0.012356448312
TMEM47	-0.0114298890912	-0.000471169147492	-0.00958043592011
SRPX	0.00854858843122	0.000326159850703	0.0125792074942
ISLR	-0.0127779618015	-0.000286730646925	-0.00832266899542
CLTA	-0.00964122699013	-0.000606337435358	-0.0111280940816
ZYX	-0.00984619345546	-0.000522453360187	-0.0109470416926
CAV2	0.0106967602023	0.000601806822309	0.00996864129452
CEP85	0.00393480859089	0.000113703806722	0.0171933375729
SNED1	0.0101470478834	0.000355962663627	0.0107116095358
LOC100506548	0.0157417422966	0.000600120070445	0.00486773900557
SNORA48	0.0209628605605	0.00194286881206	-0.00185200462486
PRKCA	0.0104309976116	0.000136301580057	0.010407228668
CRIM1	-0.0099796719039	-0.000666811729186	-0.0102639043805
EPPK1	0.00664186043705	0.000502975804336	0.0137045640132
PEBP1	-0.0101117666623	-0.000652094020869	-0.0100409298823
HTATIP2	0.0103886476067	0.000419131289324	0.00994894956621
INSIG1	-0.0108475637548	-0.000646137888667	-0.00926167416653
MIR3917	-0.00700608918247	-0.000457776352391	-0.0132289525591
RPL10	0.0117359527058	0.000134992349652	0.00880887202341
GALNT2	0.0119307010882	6.32492916513e-06	0.00866122657623
NID1	0.010911635556	0.000660559182495	0.00901436347751
CD109	0.0142145516592	-4.61244402598e-05	0.00627004981411
KRT18	0.00323958787765	0.00214475740614	0.0150505627147
RPS11	0.0142070345135	0.000275599286745	0.00590374172735
TAGLN2	0.0106068254266	-0.000417490378441	0.0100794458969
MAN1A1	0.011321920042	0.000434380024743	0.0084966090627
RPL8	0.021493516057	-0.00177352245726	0.00044136438823
SNORA52	0.00756084312094	-0.0007852938115	0.0132975930841
F10	0.0101818547651	0.000108943690937	0.00974943171808
SERPINF1	0.00602560034078	0.000722203265144	0.0132717278481
SDF4	-0.0114391060364	-0.000323149933789	-0.00809559156697
ACKR4	-0.0103337394268	-0.00024077594442	-0.00917409840287
PRRX1	-0.00974381780784	-0.000417791281638	-0.00954977419191
FN1	0.0283066723092	-0.0094646087757	-0.0384857308229
BSG	0.00727763909109	0.000166416059321	0.0121234014823
BAX	-0.00893606084625	-0.000379798769056	-0.0102392742403
BTF3	0.0131834192202	0.000202159635474	0.0061247722719
ARL6IP5	0.010977684773	0.000400741871169	0.00803165870602
ANTXR1	-0.0105178745345	-0.000689791131817	-0.00815726611863
THBS2	-0.00926288204731	-0.000478018758045	-0.00951191995719
LBH	-0.00991518552066	-0.000607320986566	-0.00872021670794
MXRA8	-0.0165485926034	-0.000743698300724	-0.00190492183097
MTRNR2L2	0.00765522648855	-0.000357118869691	0.0118740526578
LTBP1	0.0122621768654	7.62954358066e-05	0.00682368743795
FAP	-0.0102741355609	-0.000419143571237	-0.00843327917097
ACTN1	-0.00871989998671	-0.000611443689688	-0.00952412037569
GREM2	-0.00971579594569	-0.000425354540575	-0.00866188473503
LOX	-0.00787175529568	-0.00172097453576	-0.00916690098623
BLOC1S5	-0.00984706690671	-0.000476606014061	-0.00839721035693
MIR3936	0.0	-0.00218283026291	0.0208673348295
NRP1	-0.00871783936085	-0.000440787674118	-0.0094664629467
SCD	-0.00916075088788	-0.000437924374023	-0.00889511821343
ADAMTSL4-AS1	0.0103043615703	0.000284597597296	0.00786012577575
EIF4G2	0.014269325193	-0.000357110942025	0.00452148109157
TRIM29	0.00929206550304	0.000182704351217	0.00894386608334
ATP1B3	-0.00885765550594	-0.000479939564507	-0.00904521167001
CAP1	-0.00792150893063	-0.000787257722859	-0.00963376501199
C17ORF49	-0.00757085693702	-0.000765864937205	-0.00998959421587
SCARNA22	-0.00863194964694	-0.00058756550101	-0.00904431636955
RPSA	-0.00101603640678	-0.00180423098655	-0.0154179605546
EXT1	-0.00978881358228	-0.000339181856827	-0.00809977441695
CD248	0.0118856258059	-0.000534558244684	0.00682321487372
FBLN2	0.00552360117416	0.000632930389263	0.0119719706338
MAGIX	0.00698018752415	0.000471701277609	0.0106713909952
MGAT4B	-0.00962815696027	-0.000363848224207	-0.00811676371317
GSTP1	0.0115922253331	-0.000344097284589	0.00684395059952
RRAS2	-0.00756466434806	-0.000295724600553	-0.0102016503582
FOXD1	-0.00920992624709	-0.000513000994527	-0.0082914955292
GUK1	-0.00841685935648	-0.000679628692787	-0.0088559635177
DPP4	-0.0104015006456	4.24605655493e-05	-0.00757300252308
PRRX2	-0.00893715841515	-0.000687321896796	-0.00824603295173
JUN	-0.00837314064068	-0.000471708804697	-0.00886129897039
CREB3L1	0.00435988271777	0.000832645376871	0.0125105667546
NNMT	0.00918065780361	0.000133626767003	0.00838655779947
RGCC	0.0101088654725	-3.3502187438e-07	0.00753289335662
DAB2	-0.00934782541627	-0.000486870202423	-0.0077403961319
AKAP2	-0.00812443862801	-0.000438980001523	-0.00889053949704
SNORA72	0.0134898435791	0.0	0.00391746271343
CTSA	-0.00987594903295	-0.000221540260866	-0.0073054200846
SERINC3	0.00852081928556	0.000131598632654	0.00859066416287
ALDH1A3	0.00544487074003	0.000922029667468	0.0108038158196
EFEMP2	-0.00784724828629	-0.000499623813524	-0.00878134779358
PCNA-AS1	-0.00891743328632	7.85410173335e-05	-0.00828174282628
EPHB6	0.00896957075466	0.000246355752523	0.00790394445224
RAB32	-0.00814038447415	-0.000407890716982	-0.00853278766533
GLIPR1	-0.00841277350683	-0.00043406685051	-0.0082029896613
SDC4	0.00987494437102	3.01227984623e-05	0.00713616729757
H2AFZ	-0.00428148754244	-0.000419703872656	-0.0123135361444
P2RX6P	0.0109512774477	0.0	0.00605321666091
LOXL1	-0.00858433871198	-0.000296878180086	-0.00811952548243
FXYD5	-0.0109951386739	-0.00034588211226	-0.00561462254012
GABARAP	-0.0109914836081	-0.000951362729792	-0.00497401557519
SNORA31	-0.00366764532031	0.00438107520542	0.0161559171913
ITGB5	-0.0104330471028	-0.000405447125286	-0.00598645087079
PDGFRA	-0.00873612606922	-0.000185828199938	-0.00789245864256
MRPS6	-0.00841975665582	-0.000349342215222	-0.00803165899069
FSTL1	0.0118970786896	-0.000925572426028	0.0058191394743
COLEC12	-0.00854460848622	-0.000196256551503	-0.00803154690974
RPS5	0.0119800746657	-0.000555807546709	0.00531118602271
PDIA3	-0.00731481364922	-0.00050144432535	-0.00891133939855
EID1	0.00879916777846	0.000429589614821	0.00748952489099
NDUFB2	-0.00633121570061	-0.00010801220387	-0.0102589829467
LMNA	0.00540482199272	-0.000368396706113	0.0116030396433
AP2S1	-0.00858405371476	-0.00033986836539	-0.00766256995592
APOD	0.00690317784135	-0.000187063312006	0.00985913390839
CNN2	-0.00747878404356	-0.000503641651266	-0.00844892634427
