	Pert_2	Pert_7	Pert_9	hdf_day15	hdf_day25_CD49F
AQP3	0.0	0.0	0.0	0.0199298747492	0.0163056992455
MIR378J	0.0	0.0	0.0	0.0361816963493	0.0
PPL	1.0	0.0	0.0	0.0132336320055	0.0228086891141
TNC	0.0	0.0	-1.0	-0.0173193206496	-0.0185250973071
RPL32	0.0	0.0	0.0	0.0217979508424	0.0138999565823
SNORD89	0.0	0.0	0.0	0.0356912228116	0.0
CD151	0.0	0.0	0.0	-0.0222510166191	-0.0133770038594
SNHG12	0.0	0.0	0.0	-0.0355005940042	0.0
CTSL	0.0	0.0	0.0	-0.0135205737089	-0.021655115026
MORF4L2	0.0	0.0	0.0	0.0173115433423	0.017594370035
FST	0.0	0.0	-1.0	-0.0190209974324	-0.0158057290826
DBI	0.0	0.0	0.0	-0.0160083191976	-0.0187946849798
IGFBP7	0.0	0.0	-1.0	-0.0179505271258	-0.0168180206647
CXCL12	0.0	0.0	0.0	-0.0183537042966	-0.0163069836759
PPIA	0.0	0.0	0.0	-0.0112422698249	-0.0233148217454
FRMD6	0.0	0.0	0.0	-0.0178167474571	-0.016473281896
GAS5	0.0	0.0	0.0	0.0171579547399	0.0170948664098
SNORA27	0.0	0.0	0.0	0.0211932135031	0.0130390984968
TXN	0.0	0.0	0.0	0.0265934922843	0.00757006163315
HMOX1	0.0	0.0	0.0	-0.0176407469342	-0.0160140154049
CCDC80	0.0	0.0	0.0	-0.0209622061719	-0.0124266915046
PGRMC1	0.0	0.0	0.0	-0.0164612871002	-0.0169272905761
ENO1	0.0	0.0	0.0	-0.0123751430577	-0.0208964287541
FKBP5	1.0	1.0	1.0	0.0188936095868	0.0143125247853
SNORA32	0.0	0.0	0.0	0.0327271395314	0.0
RPL9	0.0	0.0	0.0	0.0326786393634	0.0
C19ORF10	0.0	0.0	0.0	-0.0173714812661	-0.0152616126605
AHNAK	0.0	0.0	0.0	0.0147711883213	0.0177819901916
YWHAZ	0.0	0.0	0.0	0.02261233607	0.00989712553061
ACADVL	0.0	0.0	0.0	0.0171120957527	0.0152596626191
HSPA8	0.0	0.0	0.0	-0.010606508945	-0.0217475380001
ERRFI1	0.0	0.0	0.0	0.0147968214591	0.0174722026256
COL18A1	0.0	0.0	0.0	0.0138847894831	0.0183746824003
OLFML3	0.0	0.0	-1.0	-0.0170537668756	-0.0151896847859
RGMB	0.0	0.0	0.0	-0.0169704393941	-0.0151508469025
SELM	0.0	0.0	0.0	0.0116386747419	0.0203142333631
POSTN	0.0	0.0	0.0	-0.020240676988	-0.0112869164244
DKK1	0.0	0.0	-1.0	0.0105307981531	0.0209133689632
MEG3	0.0	0.0	0.0	0.0148086742981	0.0164285597237
CKAP4	0.0	0.0	0.0	-0.017458130738	-0.013720715153
TUBB4B	0.0	0.0	0.0	-0.0128759080102	-0.0182658880549
MXRA5	0.0	0.0	0.0	-0.0167847252034	-0.0142793406483
LOXL4	0.0	0.0	0.0	0.0129643662559	0.0180522853735
RPL14	0.0	0.0	0.0	0.0212265410631	0.00973569671084
RPL37A	-1.0	0.0	0.0	0.0307966717692	0.0
YBX1	0.0	0.0	0.0	-0.0099642730915	-0.0207809143369
PAM	0.0	0.0	0.0	-0.0151297715292	-0.0151231069818
RPL23A	0.0	0.0	0.0	0.0199522446489	0.0102254207343
MIR6892	0.0	0.0	0.0	0.0301137686066	0.0
RPS3	0.0	0.0	0.0	0.0218968895026	0.00815912097824
ADH1B	1.0	0.0	0.0	0.0117816545949	0.0181188769694
RPL27	0.0	0.0	0.0	0.0298469646103	0.0
LTBP2	0.0	0.0	0.0	-0.016740000921	-0.0128785914435
SNORD10	0.0	0.0	0.0	0.0195861610964	0.00998426394079
MRC2	0.0	0.0	0.0	-0.0159539694411	-0.0134206048369
GPNMB	0.0	0.0	0.0	-0.0135188303196	-0.0158343347646
HNRNPH2	0.0	0.0	0.0	0.0201129659469	0.00919203084429
CAPN2	0.0	0.0	0.0	0.0159403696543	0.0132889747117
ARHGDIA	0.0	0.0	0.0	-0.0167081350246	-0.0123195142899
CRIP1	0.0	0.0	0.0	0.0124792283256	0.0162561590239
CHML	0.0	0.0	0.0	0.0142269464227	0.014474217537
ASPH	0.0	0.0	0.0	-0.0141315615569	-0.014443795834
PRDX1	0.0	0.0	0.0	-0.0119967763791	-0.0164550187776
NOTCH3	0.0	0.0	0.0	0.0125564798712	0.0158791565718
MMP19	0.0	0.0	0.0	0.0140216857988	0.0144122615549
H3F3A	0.0	0.0	0.0	0.0183210327236	0.0100389585423
SGK1	0.0	0.0	0.0	0.010783057855	0.0173944138239
CD81	0.0	0.0	0.0	0.0	0.0281035988857
ALDOA	0.0	0.0	0.0	-0.0174528866592	-0.0106129530765
EIF3E	0.0	0.0	0.0	0.0168974605656	0.0111478640738
COPS8	0.0	0.0	0.0	0.0147334220802	0.0132989019677
CTGF	0.0	0.0	0.0	-0.0180696860021	-0.00994983695281
PTX3	0.0	0.0	-1.0	0.0209028120122	0.00704135926774
TIMP3	0.0	0.0	0.0	-0.0128625852907	-0.014778190587
RPL34	0.0	0.0	0.0	0.0187317045576	0.00883028079799
LGALS3	-1.0	0.0	0.0	0.0135490174206	0.0140039639247
TNFRSF11B	0.0	0.0	0.0	-0.0141236602115	-0.0133834382355
GNB2L1	0.0	0.0	0.0	0.0157818148033	0.0109935186483
ID1	0.0	0.0	0.0	-0.0164033000085	-0.0103671707324
SLC9A3R2	0.0	0.0	0.0	0.0125712135126	0.0141847258291
MALL	0.0	0.0	0.0	0.00948735631348	0.0172356279766
SNORA45B	0.0	0.0	0.0	0.0111530746544	0.015331483514
LOXL2	0.0	0.0	0.0	-0.0136815759427	-0.0127270054562
COX8A	0.0	0.0	0.0	-0.0121786993689	-0.0141374180886
NPTX2	0.0	0.0	0.0	0.0142648193703	0.0120489986262
ARPC1B	0.0	0.0	0.0	-0.0130526463633	-0.0132318334407
ANXA6	0.0	0.0	0.0	-0.0121260547719	-0.0140642322726
ATP6V0E1	0.0	0.0	0.0	-0.0105493480869	-0.0155741469108
TUBB6	0.0	0.0	0.0	-0.0116899092159	-0.014417829591
ASS1	1.0	0.0	1.0	0.0161499887771	0.00995496629327
TSC22D3	1.0	1.0	1.0	0.0104103727326	0.0156479455368
HINT1	0.0	0.0	0.0	-0.010763810868	-0.0152747417719
VAMP5	0.0	0.0	0.0	0.0127961556621	0.0130461551217
GRN	0.0	0.0	0.0	-0.0162491763071	-0.00951746710357
PRKCDBP	0.0	0.0	0.0	-0.0140511705593	-0.0116173280342
ZFP36L2	0.0	0.0	0.0	0.0116719955762	0.0138935750565
PGAM1	0.0	0.0	0.0	-0.0111026580054	-0.0143067354909
FBLN5	0.0	0.0	0.0	-0.00953956004057	-0.0158440513424
YWHAQ	0.0	0.0	0.0	-0.0106708397019	-0.01467773636
ITGBL1	0.0	0.0	0.0	0.0104882908224	0.0148070800164
NACA	0.0	0.0	0.0	0.0158022074429	0.00915431482202
COL6A2	0.0	0.0	0.0	0.0114039920908	0.0135007049335
FSTL3	0.0	0.0	0.0	0.0111761286926	0.013579942927
SLC39A14	0.0	0.0	0.0	0.0142339705678	0.010417861841
CALU	0.0	0.0	0.0	-0.00937832712572	-0.0151743420572
DNAJB4	0.0	0.0	0.0	0.0146079773228	0.00986487823832
RHOA	0.0	0.0	0.0	-0.0113892917301	-0.0130805401236
MFGE8	0.0	0.0	0.0	0.0126219713018	0.011700223059
TRNP1	0.0	0.0	0.0	0.0134043797085	0.0109120392029
SNHG1	0.0	0.0	0.0	-0.0150256549434	-0.00927079952849
APCDD1	0.0	0.0	0.0	-0.012803441078	-0.0113421913436
MYL12B	0.0	0.0	0.0	-0.0101774258312	-0.0139393198324
DRAM1	0.0	0.0	0.0	-0.012462288615	-0.0115555227398
PPP1R14B	0.0	0.0	0.0	-0.011389507902	-0.0123779734386
SNORA47	0.0	0.0	0.0	0.00742763165564	0.0162901989492
AEBP1	0.0	0.0	0.0	-0.0134574571211	-0.0101607995232
PLOD1	0.0	0.0	0.0	-0.0126809604188	-0.0107971957713
RPL15	0.0	0.0	0.0	0.0175447734062	0.0059331540668
ARPC2	0.0	0.0	0.0	-0.00966024419777	-0.0137671134061
LRP10	0.0	0.0	0.0	-0.013651558983	-0.00959453513114
HTRA3	0.0	0.0	0.0	0.0113296189097	0.0117415013247
MIF	0.0	0.0	0.0	-0.00721353696432	-0.0157805629421
EIF5A	0.0	0.0	0.0	-0.00731596172676	-0.0156620892483
CDKN1A	0.0	0.0	0.0	-0.013337704509	-0.00961265817595
CARD16	0.0	0.0	0.0	0.0134268979432	0.00941016722869
BGN	-1.0	0.0	0.0	-0.0120620641654	-0.0106763401216
SNORA80E	0.0	0.0	0.0	0.0164783316775	0.00620116024331
MARCKS	0.0	0.0	0.0	-0.0119546758489	-0.0106794207633
PLIN2	0.0	0.0	0.0	0.0158586284608	0.00666681295484
SDCBP	0.0	0.0	0.0	0.0142928051753	0.0082231873881
ID3	0.0	0.0	0.0	-0.0123772328173	-0.00999717825653
RNH1	0.0	0.0	0.0	-0.0126228087438	-0.00974735672879
GATA2	0.0	0.0	0.0	0.00742528645121	0.0149401903126
MIR6805	0.0	0.0	0.0	0.0131518504147	0.00919375220747
TNFRSF12A	0.0	0.0	0.0	-0.0124242349564	-0.00987673559959
JTB	0.0	0.0	0.0	0.0119477201476	0.0103266022323
LAPTM4A	0.0	0.0	0.0	0.0123829940048	0.0098756948865
PDIA6	0.0	0.0	0.0	-0.00937646860638	-0.0128659497826
NREP	0.0	0.0	0.0	0.00807563020234	0.0141418242221
HERC4	0.0	0.0	0.0	0.0148710069317	0.00734349226562
NTN4	0.0	0.0	0.0	0.0116680123375	0.0104583555371
ANXA4	0.0	0.0	0.0	0.0111043889398	0.0107807370894
SRGN	0.0	0.0	0.0	0.0132264760905	0.00864661985065
FSCN1	0.0	0.0	0.0	-0.0120031317615	-0.00986501377647
OST4	0.0	0.0	0.0	-0.00713725141052	-0.0146201312123
C11ORF91	0.0	0.0	0.0	0.00761406131551	0.0141362550213
LRRC15	0.0	0.0	0.0	-0.0120544688696	-0.00963874179869
DRAP1	0.0	0.0	0.0	-0.00894590244858	-0.0126357829871
POLR2L	0.0	0.0	0.0	-0.00750581933916	-0.0140474195954
RPL8	0.0	0.0	0.0	0.021493516057	0.0
WNT5B	0.0	0.0	0.0	-0.0103653945377	-0.0110752390074
CYB5A	0.0	0.0	1.0	0.0101943288552	0.011217541654
NDRG1	0.0	0.0	0.0	0.00780568919312	0.0135853022802
RECK	0.0	0.0	0.0	-0.0115622860628	-0.00980623481897
AKR1C2	0.0	0.0	0.0	0.00900494401385	0.012356448312
ID2	0.0	0.0	0.0	-0.0122685292383	-0.00905034086345
RPL19	0.0	0.0	0.0	0.0213188561474	0.0
SRPX	0.0	0.0	0.0	0.00854858843122	0.0125792074942
ISLR	0.0	0.0	0.0	-0.0127779618015	-0.00832266899542
COX6A1	0.0	0.0	0.0	-0.00908421691073	-0.0119837599232
EEF1G	0.0	0.0	0.0	0.0210477181259	0.0
TMEM47	0.0	0.0	0.0	-0.0114298890912	-0.00958043592011
SNORA48	0.0	0.0	0.0	0.0209628605605	0.0
MIR3936	0.0	0.0	0.0	0.0	0.0208673348295
SNED1	0.0	0.0	0.0	0.0101470478834	0.0107116095358
SNORA52	0.0	0.0	0.0	0.00756084312094	0.0132975930841
PRKCA	0.0	0.0	0.0	0.0104309976116	0.010407228668
ZYX	0.0	0.0	0.0	-0.00984619345546	-0.0109470416926
IGFBP4	0.0	0.0	0.0	0.0	-0.0207772909936
CLTA	0.0	0.0	0.0	-0.00964122699013	-0.0111280940816
TAGLN2	0.0	0.0	0.0	0.0106068254266	0.0100794458969
CAV2	0.0	0.0	0.0	0.0106967602023	0.00996864129452
MINOS1	0.0	0.0	0.0	-0.0123317874567	-0.00828415809322
GALNT2	0.0	0.0	0.0	0.0119307010882	0.00866122657623
RPL10	0.0	0.0	0.0	0.0117359527058	0.00880887202341
CD109	0.0	0.0	0.0	0.0142145516592	0.00627004981411
HTATIP2	0.0	0.0	0.0	0.0103886476067	0.00994894956621
CRIM1	0.0	0.0	0.0	-0.0099796719039	-0.0102639043805
MIR3917	0.0	0.0	0.0	-0.00700608918247	-0.0132289525591
PEBP1	0.0	0.0	0.0	-0.0101117666623	-0.0100409298823
RPS11	0.0	0.0	0.0	0.0142070345135	0.00590374172735
INSIG1	0.0	0.0	0.0	-0.0108475637548	-0.00926167416653
RPLP1	0.0	0.0	0.0	0.0200030077809	0.0
F10	0.0	0.0	0.0	0.0101818547651	0.00974943171808
NID1	0.0	0.0	0.0	0.010911635556	0.00901436347751
MAN1A1	0.0	0.0	0.0	0.011321920042	0.0084966090627
SNORA45A	0.0	0.0	0.0	0.0197921523712	0.0
SDF4	0.0	0.0	0.0	-0.0114391060364	-0.00809559156697
MTRNR2L2	0.0	0.0	0.0	0.00765522648855	0.0118740526578
ACKR4	0.0	0.0	0.0	-0.0103337394268	-0.00917409840287
BSG	0.0	0.0	0.0	0.00727763909109	0.0121234014823
BTF3	0.0	0.0	0.0	0.0131834192202	0.0061247722719
PRRX1	0.0	0.0	0.0	-0.00974381780784	-0.00954977419191
BAX	0.0	0.0	0.0	-0.00893606084625	-0.0102392742403
RPL23	0.0	0.0	0.0	0.019122384249	0.0
LTBP1	0.0	0.0	0.0	0.0122621768654	0.00682368743795
ARL6IP5	0.0	0.0	0.0	0.010977684773	0.00803165870602
THBS2	0.0	0.0	0.0	-0.00926288204731	-0.00951191995719
CD248	0.0	0.0	0.0	0.0118856258059	0.00682321487372
FAP	0.0	0.0	0.0	-0.0102741355609	-0.00843327917097
ANTXR1	0.0	0.0	0.0	-0.0105178745345	-0.00815726611863
LBH	0.0	0.0	0.0	-0.00991518552066	-0.00872021670794
GSTP1	0.0	0.0	0.0	0.0115922253331	0.00684395059952
GREM2	0.0	0.0	0.0	-0.00971579594569	-0.00866188473503
KRT19	0.0	0.0	0.0	0.0	0.0183752542293
BLOC1S5	0.0	0.0	0.0	-0.00984706690671	-0.00839721035693
ACTN1	0.0	0.0	0.0	-0.00871989998671	-0.00952412037569
TRIM29	0.0	0.0	0.0	0.00929206550304	0.00894386608334
NRP1	0.0	0.0	0.0	-0.00871783936085	-0.0094664629467
ADAMTSL4-AS1	0.0	0.0	0.0	0.0103043615703	0.00786012577575
SCD	-1.0	0.0	0.0	-0.00916075088788	-0.00889511821343
DPP4	0.0	1.0	0.0	-0.0104015006456	-0.00757300252308
ATP1B3	0.0	0.0	0.0	-0.00885765550594	-0.00904521167001
EXT1	0.0	0.0	0.0	-0.00978881358228	-0.00809977441695
RRAS2	0.0	0.0	0.0	-0.00756466434806	-0.0102016503582
MGAT4B	0.0	0.0	0.0	-0.00962815696027	-0.00811676371317
SCARNA22	0.0	0.0	0.0	-0.00863194964694	-0.00904431636955
MAGIX	0.0	0.0	0.0	0.00698018752415	0.0106713909952
RGCC	0.0	0.0	0.0	0.0101088654725	0.00753289335662
NNMT	0.0	0.0	0.0	0.00918065780361	0.00838655779947
C17ORF49	0.0	0.0	0.0	-0.00757085693702	-0.00998959421587
CAP1	0.0	0.0	0.0	-0.00792150893063	-0.00963376501199
FOXD1	0.0	0.0	0.0	-0.00920992624709	-0.0082914955292
GUK1	0.0	0.0	0.0	-0.00841685935648	-0.0088559635177
JUN	0.0	0.0	0.0	-0.00837314064068	-0.00886129897039
PCNA-AS1	0.0	0.0	0.0	-0.00891743328632	-0.00828174282628
CEP85	0.0	0.0	0.0	0.0	0.0171933375729
