	Pert_2	Pert_7	Pert_9	hdf_day15	hdf_day25_CD49F
GADD45B	0.0	1.0	1.0	0.0	0.00775211035758
PDK4	0.0	1.0	1.0	0.00727074489844	0.0
PTGS1	0.0	-1.0	-1.0	0.0	0.0
MYC	1.0	0.0	1.0	0.0	0.0
HBB	1.0	0.0	1.0	0.0	0.0
DLX2	-1.0	-1.0	0.0	0.0	0.0
SPDEF	-1.0	0.0	-1.0	0.0	0.0
TOP2A	0.0	-1.0	-1.0	0.0	0.0
DOK5	0.0	-1.0	-1.0	0.0	0.0
ETV5	-1.0	0.0	-1.0	0.0	0.0
IGL@	1.0	1.0	0.0	0.0	0.0
ASPM	0.0	-1.0	-1.0	0.0	0.0
KIF14	0.0	-1.0	-1.0	0.0	0.0
TFF3	0.0	-1.0	-1.0	0.0	0.0
SCGB2A1	0.0	-1.0	-1.0	0.0	0.0
DTL	0.0	-1.0	-1.0	0.0	0.0
SCGB1D2	0.0	-1.0	-1.0	0.0	0.0
MDK	-1.0	0.0	-1.0	0.0	0.0
MME	1.0	0.0	1.0	0.0	0.0
EFNA1	1.0	0.0	1.0	0.0	0.0
GLS	0.0	1.0	1.0	0.0	0.0
BAMBI	-1.0	0.0	-1.0	0.0	0.0
DDX3Y	0.0	1.0	1.0	0.0	0.0
LTF	1.0	0.0	1.0	0.0	0.0
FZD2	0.0	-1.0	-1.0	0.0	0.0
RBP1	-1.0	-1.0	0.0	0.0	0.0
CDKN2C	0.0	-1.0	-1.0	0.0	0.0
RNASE1	-1.0	-1.0	0.0	0.0	0.0
CXCL13	1.0	0.0	1.0	0.0	0.0
SLC7A11	0.0	-1.0	-1.0	0.0	0.0
NTS	-1.0	0.0	-1.0	0.0	0.0
TYMS	-1.0	-1.0	0.0	0.0	0.0
ACSL1	0.0	1.0	1.0	0.0	0.0
FLRT2	-1.0	0.0	-1.0	0.0	0.0
AMIGO2	-1.0	-1.0	0.0	0.0	0.0
FOSL1	0.0	-1.0	-1.0	0.0	0.0
APOBEC3G	-1.0	0.0	-1.0	0.0	0.0
FAM129A	0.0	-1.0	-1.0	0.0	0.0
CCL20	0.0	1.0	1.0	0.0	0.0
COL4A2	-1.0	0.0	-1.0	0.0	0.0
NEAT1	0.0	1.0	1.0	0.0	0.0
KLF9	1.0	0.0	1.0	0.0	0.0
AP1S2	-1.0	0.0	-1.0	0.0	0.0
SFRP1	-1.0	0.0	-1.0	0.0	0.0
CCL2	0.0	-1.0	-1.0	0.0	0.0
PLAT	0.0	-1.0	-1.0	0.0	0.0
DCN	1.0	0.0	0.0	0.0415439308897	0.110688089262
CFD	1.0	0.0	0.0	0.047040035353	0.0779467071187
CALR	0.0	-1.0	0.0	-0.0379770479226	-0.0457556716739
RHOB	0.0	0.0	1.0	0.0282299295931	0.032371426675
KRT7	0.0	0.0	1.0	0.0263506452669	0.0223976202127
PEA15	0.0	0.0	-1.0	-0.0241016521034	-0.0238131754609
NT5E	0.0	0.0	-1.0	-0.0190649628128	-0.0188367443942
PPL	1.0	0.0	0.0	0.0132336320055	0.0228086891141
TNC	0.0	0.0	-1.0	-0.0173193206496	-0.0185250973071
FST	0.0	0.0	-1.0	-0.0190209974324	-0.0158057290826
IGFBP7	0.0	0.0	-1.0	-0.0179505271258	-0.0168180206647
OLFML3	0.0	0.0	-1.0	-0.0170537668756	-0.0151896847859
ADH1B	1.0	0.0	0.0	0.0117816545949	0.0181188769694
BGN	-1.0	0.0	0.0	-0.0120620641654	-0.0106763401216
CYB5A	0.0	0.0	1.0	0.0101943288552	0.011217541654
SCD	-1.0	0.0	0.0	-0.00916075088788	-0.00889511821343
DAB2	-1.0	0.0	0.0	-0.00934782541627	-0.0077403961319
CITED2	0.0	0.0	1.0	0.00718394974473	0.00699609745225
LIMA1	0.0	-1.0	0.0	-0.00591373258256	-0.00774251884557
SERPINF1	0.0	1.0	0.0	0.0	0.0132717278481
SAT1	0.0	0.0	1.0	0.0	0.00982376037338
MT1M	1.0	0.0	0.0	0.00754433960282	0.0
MT1X	1.0	0.0	0.0	0.0	0.00724055737747
CEBPD	0.0	0.0	1.0	0.0	0.00617502106978
DCK	0.0	-1.0	0.0	0.0	0.0
DDIT4	0.0	0.0	1.0	0.0	0.0
KCTD5	1.0	0.0	0.0	0.0	0.0
FABP4	1.0	0.0	0.0	0.0	0.0
RAD23B	0.0	1.0	0.0	0.0	0.0
PDGFA	-1.0	0.0	0.0	0.0	0.0
FADS1	-1.0	0.0	0.0	0.0	0.0
DAXX	0.0	-1.0	0.0	0.0	0.0
RAP1GAP	0.0	0.0	-1.0	0.0	0.0
PCDH9	0.0	1.0	0.0	0.0	0.0
EIF4B	0.0	0.0	1.0	0.0	0.0
D4S234E	0.0	0.0	-1.0	0.0	0.0
PBX1	0.0	-1.0	0.0	0.0	0.0
FAM134B	0.0	0.0	1.0	0.0	0.0
RAB11FIP1	0.0	0.0	1.0	0.0	0.0
RECQL	-1.0	0.0	0.0	0.0	0.0
FANCG	0.0	0.0	-1.0	0.0	0.0
RGS5	0.0	0.0	1.0	0.0	0.0
FANCL	0.0	0.0	-1.0	0.0	0.0
CXCL2	1.0	0.0	0.0	0.0	0.0
FCGBP	0.0	-1.0	0.0	0.0	0.0
RNASET2	0.0	1.0	0.0	0.0	0.0
PDGFC	0.0	0.0	-1.0	0.0	0.0
ISYNA1	0.0	-1.0	0.0	0.0	0.0
EZR	0.0	0.0	1.0	0.0	0.0
PER3	0.0	0.0	-1.0	0.0	0.0
PLK1	0.0	0.0	-1.0	0.0	0.0
PMP22	0.0	-1.0	0.0	0.0	0.0
EFS	0.0	0.0	-1.0	0.0	0.0
EFR3A	0.0	1.0	0.0	0.0	0.0
EIF5	0.0	0.0	-1.0	0.0	0.0
PIP	1.0	0.0	0.0	0.0	0.0
PRG2	0.0	0.0	1.0	0.0	0.0
PIK3R1	0.0	1.0	0.0	0.0	0.0
PRR15L	1.0	0.0	0.0	0.0	0.0
DSP	0.0	1.0	0.0	0.0	0.0
PHLDA1	0.0	0.0	-1.0	0.0	0.0
PRSS2	-1.0	0.0	0.0	0.0	0.0
ISOC1	0.0	0.0	-1.0	0.0	0.0
DEFB1	0.0	-1.0	0.0	0.0	0.0
PEG10	-1.0	0.0	0.0	0.0	0.0
DSG1	0.0	0.0	-1.0	0.0	0.0
PSPH	0.0	-1.0	0.0	0.0	0.0
PDZK1IP1	0.0	0.0	1.0	0.0	0.0
PDLIM5	-1.0	0.0	0.0	0.0	0.0
PDLIM4	0.0	0.0	-1.0	0.0	0.0
PSRC1	0.0	0.0	-1.0	0.0	0.0
KCNJ16	1.0	0.0	0.0	0.0	0.0
EPB41L2	0.0	0.0	-1.0	0.0	0.0
JUP	1.0	0.0	0.0	0.0	0.0
OAT	-1.0	0.0	0.0	0.0	0.0
ESR1	0.0	0.0	-1.0	0.0	0.0
OBSL1	0.0	-1.0	0.0	0.0	0.0
KRT1	0.0	0.0	-1.0	0.0	0.0
NUSAP1	0.0	-1.0	0.0	0.0	0.0
FEZ1	0.0	0.0	-1.0	0.0	0.0
LYZ	0.0	0.0	1.0	0.0	0.0
MAF	0.0	0.0	-1.0	0.0	0.0
MAFB	0.0	1.0	0.0	0.0	0.0
MAFF	0.0	0.0	-1.0	0.0	0.0
MAGEA3	0.0	0.0	1.0	0.0	0.0
HES1	0.0	0.0	-1.0	0.0	0.0
ZWINT	0.0	-1.0	0.0	0.0	0.0
HELLS	0.0	0.0	-1.0	0.0	0.0
MAP1B	0.0	0.0	-1.0	0.0	0.0
HAT1	0.0	-1.0	0.0	0.0	0.0
MATN2	0.0	-1.0	0.0	0.0	0.0
MCM2	0.0	-1.0	0.0	0.0	0.0
MCM6	0.0	-1.0	0.0	0.0	0.0
KLF2	0.0	0.0	1.0	0.0	0.0
MDFIC	0.0	0.0	-1.0	0.0	0.0
ME2	1.0	0.0	0.0	0.0	0.0
MEIS1	0.0	-1.0	0.0	0.0	0.0
MEIS2	0.0	-1.0	0.0	0.0	0.0
MELK	0.0	0.0	-1.0	0.0	0.0
KLF6	0.0	0.0	1.0	0.0	0.0
HJURP	0.0	0.0	-1.0	0.0	0.0
HLA-DQB1	0.0	0.0	-1.0	0.0	0.0
KLK10	0.0	0.0	-1.0	0.0	0.0
IGKV1-5	1.0	0.0	0.0	0.0	0.0
KRT23	0.0	-1.0	0.0	0.0	0.0
IGKC	1.0	0.0	0.0	0.0	0.0
IGHM	1.0	0.0	0.0	0.0	0.0
LAPTM4B	0.0	-1.0	0.0	0.0	0.0
KLK7	0.0	0.0	-1.0	0.0	0.0
LCN2	0.0	-1.0	0.0	0.0	0.0
LEF1	-1.0	0.0	0.0	0.0	0.0
IFI6	-1.0	0.0	0.0	0.0	0.0
LTA4H	0.0	0.0	1.0	0.0	0.0
IFI44L	-1.0	0.0	0.0	0.0	0.0
IFI16	0.0	0.0	-1.0	0.0	0.0
LMO2	0.0	-1.0	0.0	0.0	0.0
IER5	0.0	-1.0	0.0	0.0	0.0
KLHL24	0.0	0.0	1.0	0.0	0.0
LPAR1	0.0	0.0	-1.0	0.0	0.0
HSPA1A	0.0	0.0	-1.0	0.0	0.0
HPGD	0.0	0.0	-1.0	0.0	0.0
GTSE1	0.0	0.0	-1.0	0.0	0.0
MINA	0.0	1.0	0.0	0.0	0.0
GPRC5A	1.0	0.0	0.0	0.0	0.0
NFKBIA	0.0	0.0	1.0	0.0	0.0
FZD7	0.0	0.0	-1.0	0.0	0.0
NAMPT	1.0	0.0	0.0	0.0	0.0
NDC80	0.0	-1.0	0.0	0.0	0.0
NDP	-1.0	0.0	0.0	0.0	0.0
FZD10	0.0	0.0	-1.0	0.0	0.0
NEBL	0.0	0.0	1.0	0.0	0.0
NELL2	0.0	-1.0	0.0	0.0	0.0
IGKV4-1	1.0	0.0	0.0	0.0	0.0
FRZB	0.0	0.0	-1.0	0.0	0.0
MYO1B	1.0	0.0	0.0	0.0	0.0
FOXM1	0.0	0.0	-1.0	0.0	0.0
FMOD	0.0	0.0	-1.0	0.0	0.0
NPY	-1.0	0.0	0.0	0.0	0.0
KDM5D	0.0	0.0	1.0	0.0	0.0
NSUN5P1	0.0	0.0	1.0	0.0	0.0
NSUN5P2	0.0	0.0	1.0	0.0	0.0
NUCKS1	-1.0	0.0	0.0	0.0	0.0
FGFR3	0.0	0.0	-1.0	0.0	0.0
CTNNAL1	0.0	0.0	-1.0	0.0	0.0
GAL	1.0	0.0	0.0	0.0	0.0
KIF2C	0.0	0.0	-1.0	0.0	0.0
MT1F	1.0	0.0	0.0	0.0	0.0
GMPR	0.0	-1.0	0.0	0.0	0.0
KIF18B	0.0	0.0	-1.0	0.0	0.0
GEM	0.0	-1.0	0.0	0.0	0.0
MLF1	0.0	0.0	1.0	0.0	0.0
MLF1IP	0.0	-1.0	0.0	0.0	0.0
GAS7	0.0	0.0	-1.0	0.0	0.0
MPO	0.0	0.0	1.0	0.0	0.0
MS4A3	0.0	0.0	1.0	0.0	0.0
MT1G	1.0	0.0	0.0	0.0	0.0
MYCBP2	0.0	1.0	0.0	0.0	0.0
GAP43	0.0	0.0	-1.0	0.0	0.0
GALNT6	-1.0	0.0	0.0	0.0	0.0
GALNT3	1.0	0.0	0.0	0.0	0.0
MUC4	1.0	0.0	0.0	0.0	0.0
MXI1	0.0	0.0	1.0	0.0	0.0
GALNT14	0.0	0.0	1.0	0.0	0.0
MYBL1	-1.0	0.0	0.0	0.0	0.0
KIAA0101	0.0	-1.0	0.0	0.0	0.0
N4BP2L2	0.0	1.0	0.0	0.0	0.0
CYP4B1	1.0	0.0	0.0	0.0	0.0
S100A8	1.0	0.0	0.0	0.0	0.0
TNIP1	0.0	0.0	1.0	0.0	0.0
TIMM13	0.0	0.0	1.0	0.0	0.0
SFTPB	0.0	0.0	1.0	0.0	0.0
CENPA	0.0	0.0	-1.0	0.0	0.0
SERPINA3	0.0	1.0	0.0	0.0	0.0
SERPINA1	0.0	1.0	0.0	0.0	0.0
SERP1	0.0	1.0	0.0	0.0	0.0
CENPF	0.0	0.0	-1.0	0.0	0.0
CFLAR	0.0	0.0	1.0	0.0	0.0
TLE4	0.0	0.0	-1.0	0.0	0.0
SEL1L3	0.0	-1.0	0.0	0.0	0.0
ARHGEF40	0.0	0.0	-1.0	0.0	0.0
CKB	0.0	-1.0	0.0	0.0	0.0
AREG	0.0	1.0	0.0	0.0	0.0
CLDN7	1.0	0.0	0.0	0.0	0.0
RPS6KA2	1.0	0.0	0.0	0.0	0.0
SCNN1A	0.0	0.0	1.0	0.0	0.0
SCG5	-1.0	0.0	0.0	0.0	0.0
CLDN8	1.0	0.0	0.0	0.0	0.0
CLEC2B	0.0	0.0	-1.0	0.0	0.0
SRSF6	0.0	1.0	0.0	0.0	0.0
S100P	0.0	0.0	1.0	0.0	0.0
S100B	0.0	0.0	-1.0	0.0	0.0
TNNT1	0.0	-1.0	0.0	0.0	0.0
TRIB2	0.0	-1.0	0.0	0.0	0.0
APOBEC3B	0.0	-1.0	0.0	0.0	0.0
RSL1D1	0.0	0.0	1.0	0.0	0.0
RRM1	0.0	0.0	-1.0	0.0	0.0
COBLL1	0.0	0.0	1.0	0.0	0.0
SIDT2	0.0	0.0	1.0	0.0	0.0
SLC1A1	0.0	1.0	0.0	0.0	0.0
CEACAM5	-1.0	0.0	0.0	0.0	0.0
SLC3A1	0.0	0.0	1.0	0.0	0.0
SPAG5	0.0	0.0	-1.0	0.0	0.0
SOX9	0.0	-1.0	0.0	0.0	0.0
SOBP	-1.0	0.0	0.0	0.0	0.0
C5AR1	0.0	0.0	1.0	0.0	0.0
BIRC3	0.0	0.0	1.0	0.0	0.0
CA1	1.0	0.0	0.0	0.0	0.0
STK39	0.0	0.0	1.0	0.0	0.0
CADM1	0.0	0.0	-1.0	0.0	0.0
CALML3	0.0	0.0	-1.0	0.0	0.0
TACSTD2	1.0	0.0	0.0	0.0	0.0
CANT1	0.0	-1.0	0.0	0.0	0.0
BEX1	0.0	-1.0	0.0	0.0	0.0
TBL1X	0.0	0.0	-1.0	0.0	0.0
BCL6	1.0	0.0	0.0	0.0	0.0
TFAP2C	0.0	0.0	-1.0	0.0	0.0
CD200	0.0	0.0	-1.0	0.0	0.0
THBD	0.0	0.0	-1.0	0.0	0.0
CD24	1.0	0.0	0.0	0.0	0.0
CDC25B	-1.0	0.0	0.0	0.0	0.0
CDC45	-1.0	0.0	0.0	0.0	0.0
CDH2	-1.0	0.0	0.0	0.0	0.0
CDKN1B	-1.0	0.0	0.0	0.0	0.0
SMC4	0.0	0.0	-1.0	0.0	0.0
SMARCD2	0.0	0.0	1.0	0.0	0.0
SLPI	1.0	0.0	0.0	0.0	0.0
AURKA	0.0	0.0	-1.0	0.0	0.0
CDKN3	-1.0	0.0	0.0	0.0	0.0
TSPAN5	0.0	0.0	-1.0	0.0	0.0
BUB1B	0.0	-1.0	0.0	0.0	0.0
WBP5	-1.0	0.0	0.0	0.0	0.0
AMD1	0.0	0.0	1.0	0.0	0.0
WSB2	-1.0	0.0	0.0	0.0	0.0
WNT5A	0.0	0.0	-1.0	0.0	0.0
WEE1	0.0	-1.0	0.0	0.0	0.0
AKAP13	1.0	0.0	0.0	0.0	0.0
COL4A1	0.0	0.0	-1.0	0.0	0.0
SPINK1	0.0	1.0	0.0	0.0	0.0
TUBA4A	0.0	0.0	-1.0	0.0	0.0
ALDH1A1	-1.0	0.0	0.0	0.0	0.0
ACAT1	0.0	0.0	1.0	0.0	0.0
CRABP1	0.0	0.0	-1.0	0.0	0.0
TYMP	0.0	0.0	1.0	0.0	0.0
SPTSSA	0.0	0.0	1.0	0.0	0.0
VEGFA	0.0	-1.0	0.0	0.0	0.0
CRISP3	0.0	-1.0	0.0	0.0	0.0
VAV3	0.0	0.0	-1.0	0.0	0.0
AKAP12	0.0	1.0	0.0	0.0	0.0
XIST	-1.0	0.0	0.0	0.0	0.0
SPRY2	-1.0	0.0	0.0	0.0	0.0
ABCC4	-1.0	0.0	0.0	0.0	0.0
TSPAN8	-1.0	0.0	0.0	0.0	0.0
ABLIM1	0.0	0.0	1.0	0.0	0.0
C10ORF10	1.0	0.0	0.0	0.0	0.0
CTSD	0.0	0.0	1.0	-0.00950083974994	0.00746930615949
FHL1	1.0	0.0	0.0	-0.00615082131909	0.0
DUSP4	-1.0	0.0	0.0	0.0	0.0062429514484
AKR1C3	-1.0	0.0	0.0	0.0	0.00731771915975
H1F0	-1.0	0.0	0.0	0.0	0.00798304472209
FSTL1	0.0	-1.0	0.0	0.0118970786896	0.0
DPP4	0.0	1.0	0.0	-0.0104015006456	-0.00757300252308
LGALS3	-1.0	0.0	0.0	0.0135490174206	0.0140039639247
PTX3	0.0	0.0	-1.0	0.0209028120122	0.00704135926774
RPL37A	-1.0	0.0	0.0	0.0307966717692	0.0
DKK1	0.0	0.0	-1.0	0.0105307981531	0.0209133689632
LUM	1.0	0.0	0.0	-0.0223379595518	-0.0161736625235
EMP3	-1.0	0.0	0.0	0.0161363292289	0.0233075105417
ANXA1	0.0	0.0	-1.0	0.0573941496241	0.0851134575292
COL3A1	0.0	-1.0	0.0	0.138647646932	0.113033009508
TMSB4X	0.0	0.0	0.0	-0.298985414146	-0.361243322126
FTL	0.0	0.0	0.0	-0.33990115663	-0.286363245061
VIM	0.0	0.0	0.0	-0.238244203642	-0.15284192127
S100A6	0.0	0.0	0.0	0.140923058531	0.197740355974
CST3	0.0	0.0	0.0	0.103090841876	0.203813940366
ACTB	0.0	0.0	0.0	-0.141957690813	-0.156132329994
SPARC	0.0	0.0	0.0	0.118589278788	0.177073761007
CLU	1.0	-1.0	0.0	0.106928873721	0.177162610237
ARNT	0.0	0.0	0.0	-0.142867026365	-0.11787291275
MIR1282	0.0	0.0	0.0	0.134177085682	0.112742078616
EEF1A1	0.0	0.0	0.0	0.168725069416	0.0745259065663
CLEC3B	0.0	0.0	0.0	0.10668386489	0.116578731207
LPCAT2	0.0	0.0	0.0	-0.117936047057	-0.0939428478019
GSN	0.0	0.0	0.0	0.0665029841849	0.130047019589
MMP1	0.0	0.0	0.0	-0.103564932408	-0.0885269503033
COL6A1	0.0	0.0	0.0	0.111162548959	0.0760950532209
FTH1	0.0	0.0	0.0	-0.108488906105	-0.0780987562916
PKM	0.0	0.0	0.0	-0.0955127564447	-0.0866945797555
HTRA1	0.0	0.0	0.0	-0.0955214095984	-0.0743856252239
ACTG1	0.0	0.0	0.0	-0.083024808421	-0.0826394851558
MT2A	0.0	0.0	0.0	0.104507961647	0.057132656465
THBS1	0.0	0.0	0.0	-0.0846581483092	-0.0759971214988
HSP90B1	0.0	0.0	0.0	-0.0790692780696	-0.0652479226247
MMP3	0.0	0.0	0.0	-0.0748733417324	-0.0674787021294
ITGB1	0.0	0.0	0.0	-0.0664349121225	-0.0734275710939
TMSB10	0.0	0.0	0.0	-0.0442758656873	-0.0875927314057
PSAP	0.0	0.0	0.0	0.0586716585209	0.071965907185
CLDN11	0.0	0.0	0.0	-0.0665377040034	-0.0627648607671
CFL1	0.0	0.0	0.0	-0.0647999458939	-0.0622596182267
GREM1	0.0	0.0	0.0	-0.0660307825625	-0.058074675206
S100A10	0.0	0.0	0.0	0.0566109652779	0.0674110064159
GAS6	0.0	0.0	0.0	-0.0624516946211	-0.0605834432342
RPLP0	0.0	0.0	0.0	0.0629837411904	0.0589294185077
CAV1	0.0	0.0	0.0	0.0661953448154	0.055350408365
S100A3	0.0	0.0	0.0	0.0729866416753	0.0485245341088
APLP2	0.0	0.0	0.0	-0.0632510309726	-0.0580613390919
MIR3648	0.0	0.0	0.0	0.0910415780401	0.0299134078075
IGFBP6	0.0	0.0	0.0	0.0549660788317	0.0620194697768
CPA4	0.0	0.0	0.0	0.0645185165111	0.0482801393695
MIR6084	0.0	0.0	0.0	-0.0758738760663	0.185980590698
RPS6	0.0	0.0	0.0	0.0693296332216	0.038480726338
TAGLN	0.0	0.0	0.0	-0.0586247045218	-0.0434951115944
SNORD23	0.0	0.0	0.0	-0.05109096163	-0.0508386093327
FBLN1	0.0	0.0	0.0	0.0464144257031	0.0545451043641
LDHA	0.0	0.0	0.0	-0.0442524405846	-0.0472470910969
LOC100130872	0.0	0.0	0.0	-0.0488321466746	-0.0422596348124
RPL41	0.0	0.0	0.0	0.061173098785	0.0287715506895
RPS2	0.0	0.0	0.0	0.0556179985392	0.0340939145609
RPS27	0.0	0.0	0.0	0.0474342648584	0.041722903687
EIF4A2	0.0	0.0	0.0	-0.0447588576833	-0.0431280548124
COL1A1	0.0	0.0	0.0	0.0138115685597	0.0738204734269
RPS4X	0.0	0.0	0.0	0.0483097118304	0.0386803653585
CD63	0.0	0.0	0.0	-0.0417019213039	-0.0433673111515
RPL3	0.0	0.0	0.0	0.0465435190996	0.0375475047571
RPL4	0.0	0.0	0.0	0.0531141923245	0.0307783393389
SERPINE1	0.0	0.0	0.0	0.0427608760288	0.0405308311536
C18ORF32	0.0	0.0	0.0	0.0546224908899	0.0284910992137
COL1A2	0.0	0.0	0.0	-0.0579203668722	-0.0230437799459
PPAP2B	0.0	0.0	0.0	0.036568239917	0.0442528561998
PFN1	0.0	0.0	0.0	-0.0345718962623	-0.0438139772128
TUBA1B	0.0	0.0	0.0	-0.0318513073575	-0.0452031491769
GJA1	0.0	0.0	0.0	-0.0434160831529	-0.0334431629045
MYL6	0.0	0.0	0.0	-0.034457604061	-0.0422718635726
RPS3A	0.0	0.0	0.0	0.0518318282517	0.0242203464715
P4HB	0.0	0.0	0.0	-0.0381786868767	-0.0366621563415
S100A11	0.0	0.0	0.0	-0.0362318240136	-0.0377546967972
APP	0.0	0.0	0.0	-0.0376654717427	-0.0348128768141
CCND1	0.0	0.0	0.0	-0.0379023643532	-0.0341597841887
THY1	0.0	0.0	0.0	0.0435428842609	0.0284859338255
ADIRF	0.0	0.0	0.0	0.0325085980711	0.038802860948
RPL26	0.0	0.0	0.0	0.0484183643744	0.0218119646018
RPS25	0.0	0.0	0.0	0.0422195352878	0.0271383640481
MT1E	0.0	0.0	0.0	0.0424713539912	0.025815805462
TPM2	0.0	0.0	0.0	-0.0343517482536	-0.0337406864477
SNORA67	0.0	0.0	0.0	0.0352247559219	0.0318020479556
RPS12	0.0	0.0	0.0	0.0436298358562	0.0226093519398
RPL5	0.0	0.0	0.0	0.0400237727848	0.0250237099706
PPIB	0.0	0.0	0.0	-0.0333285164892	-0.0316465693288
PSG5	0.0	0.0	0.0	-0.034591997853	-0.0303285807684
CTSZ	0.0	0.0	0.0	-0.0347525272169	-0.0286702588184
ANXA2	0.0	0.0	0.0	0.0406606233595	0.0225142374463
COL6A3	0.0	0.0	0.0	0.0267004446695	0.0342130702795
TIMP2	0.0	0.0	0.0	-0.0353039796513	-0.0241126000334
GNAS	0.0	0.0	0.0	-0.0320338089648	-0.0263721292805
RPL12	0.0	0.0	0.0	0.0365482990028	0.0217327541696
MEST	0.0	0.0	0.0	0.0239781810928	0.0342349218782
SBSN	0.0	0.0	0.0	0.0233621282639	0.0342252865263
MIR4426	0.0	0.0	0.0	0.0391350422545	0.0184429088827
RPL18A	0.0	0.0	0.0	0.0362094567212	0.0212667048628
RPL21	0.0	0.0	0.0	0.042540612579	0.014741374921
C12ORF75	0.0	0.0	0.0	-0.0275994705888	-0.029240147273
BZW1	0.0	0.0	0.0	0.0337352204998	0.0224850615586
RPL35A	0.0	0.0	0.0	0.0397988727949	0.0160002784398
COL5A1	0.0	0.0	0.0	0.0270266590913	0.0282076644489
RPL11	0.0	0.0	0.0	0.0415850289222	0.0135066989672
RPL7	0.0	0.0	0.0	0.038671801306	0.0163595057674
MYL9	0.0	0.0	0.0	-0.028114238084	-0.0261263722183
MIR4709	0.0	0.0	0.0	-0.0293970365338	-0.0244610310497
RPL31	0.0	0.0	0.0	0.0342794143048	0.0192981936053
RPL7A	0.0	0.0	0.0	0.0332492669903	0.0200225536474
ITGA5	0.0	0.0	0.0	0.0303587652445	0.0221319927203
RPL30	0.0	0.0	0.0	0.0348300726262	0.0175704139817
GPX1	0.0	0.0	0.0	-0.0274130020298	-0.0248210070853
RPS13	0.0	0.0	0.0	0.039647225556	0.0124188200093
IFITM3	0.0	0.0	0.0	0.0203014005602	0.031532681886
RPL6	0.0	0.0	0.0	0.0362412026098	0.0154131914392
TIMP1	0.0	0.0	0.0	0.0	0.0511403525598
MGP	0.0	0.0	0.0	0.0120380745001	0.0390684415257
RPS15A	0.0	0.0	0.0	0.0398001453312	0.0111728730663
NME1	0.0	0.0	0.0	-0.0209776863474	-0.0296565245642
RPS8	0.0	0.0	0.0	0.0342070976828	0.0163107326419
OAZ1	0.0	0.0	0.0	-0.0261734077568	-0.0234639227082
S100A13	0.0	0.0	0.0	-0.0268351431539	-0.0221293934258
CRLF1	0.0	0.0	0.0	0.0190026741331	0.0298343681074
EEF2	0.0	0.0	0.0	0.0168778787527	0.0318234981471
CALM2	0.0	0.0	0.0	-0.0201208519172	-0.0284598008463
CHPF2	0.0	0.0	0.0	-0.0139632167106	-0.0337724556599
MMP14	0.0	0.0	0.0	-0.0250059925426	-0.0225909551525
RPS24	0.0	0.0	0.0	0.0396477686939	0.0077453806931
RPL24	0.0	0.0	0.0	0.0331225816667	0.0141174023471
BRI3	0.0	0.0	0.0	-0.0233847199483	-0.0236457202941
IFITM2	0.0	0.0	0.0	0.0203563468339	0.0265734758988
HSD11B1L	0.0	0.0	0.0	0.0333218279477	0.0136007042485
ADM	0.0	0.0	0.0	-0.0250405532	-0.0217287655942
RPL39	0.0	0.0	0.0	0.0341812358298	0.0112445896473
LY6E	0.0	0.0	0.0	-0.02408708892	-0.0209002402189
RPS29	0.0	0.0	0.0	0.0384696956723	0.00648887957947
MFI2	0.0	0.0	0.0	0.021811902962	0.0230102319661
RPL29	0.0	0.0	0.0	0.0283769863235	0.0162703043016
